Id,WhiteElo,BlackElo,Result,WhiteSingleSwine,WhiteDoubleSwine,BlackSingleSwine,BlackDoubleSwine
6257,3589,3587,1-0,False,False,False,False
6258,3587,3589,1/2-1/2,False,False,False,False
6259,3589,3587,1-0,True,False,False,False
6260,3587,3589,1/2-1/2,True,False,True,True
6261,3589,3587,1/2-1/2,False,False,False,False
6262,3587,3589,1/2-1/2,False,False,False,False
6264,3587,3589,1/2-1/2,True,False,True,False
6265,3589,3587,1/2-1/2,False,False,False,False
6263,3589,3587,1/2-1/2,True,False,False,False
6267,3589,3587,1/2-1/2,False,False,False,False
6266,3587,3589,1/2-1/2,True,False,True,False
6268,3587,3589,1-0,True,False,False,False
6269,3589,3587,1-0,False,False,False,False
6270,3587,3589,1/2-1/2,False,False,False,False
6271,3589,3587,1-0,True,False,False,False
6272,3587,3589,1-0,True,False,True,False
6273,3589,3587,1-0,True,False,True,False
6274,3587,3589,1/2-1/2,True,False,False,False
6275,3589,3587,1/2-1/2,True,False,True,False
6276,3587,3589,1-0,False,False,False,False
6278,3587,3589,1-0,True,False,True,False
6277,3589,3587,1/2-1/2,False,False,False,False
6280,3587,3589,1/2-1/2,True,False,False,False
6279,3589,3587,1/2-1/2,True,False,True,False
6281,3589,3587,1/2-1/2,False,False,False,False
6282,3587,3589,1/2-1/2,False,False,True,False
6283,3589,3587,1/2-1/2,True,False,False,False
6284,3587,3589,1/2-1/2,True,True,False,False
6285,3589,3587,1/2-1/2,True,False,True,False
6286,3587,3589,1/2-1/2,True,True,False,False
6287,3589,3587,1/2-1/2,False,False,False,False
6288,3587,3589,1/2-1/2,True,False,True,False
6289,3589,3587,1/2-1/2,False,False,True,False
6290,3587,3589,1/2-1/2,False,False,True,False
6291,3589,3587,1/2-1/2,False,False,False,False
6292,3587,3589,1/2-1/2,True,True,True,True
6293,3589,3587,1/2-1/2,True,False,True,False
6294,3587,3589,0-1,True,False,False,False
6295,3589,3587,1-0,False,False,False,False
6296,3587,3589,1/2-1/2,False,False,False,False
6297,3589,3587,1/2-1/2,False,False,True,False
6298,3587,3589,1/2-1/2,True,False,True,False
6299,3589,3587,1/2-1/2,True,False,False,False
6300,3587,3589,1/2-1/2,True,True,False,False
6301,3589,3587,1/2-1/2,False,False,True,False
6302,3587,3589,1/2-1/2,False,False,True,False
6303,3589,3587,1/2-1/2,False,False,False,False
6304,3587,3589,1/2-1/2,False,False,True,False
6305,3589,3587,1/2-1/2,False,False,False,False
6306,3587,3589,1/2-1/2,False,False,False,False
6307,3589,3587,1/2-1/2,False,False,False,False
6308,3587,3589,1/2-1/2,True,False,False,False
6309,3589,3587,1/2-1/2,False,False,False,False
6310,3587,3589,1/2-1/2,True,False,True,False
6311,3589,3587,1/2-1/2,False,False,False,False
6312,3587,3589,1/2-1/2,False,False,True,False
6313,3589,3587,1/2-1/2,True,False,True,False
6314,3587,3589,1-0,True,False,False,False
6315,3589,3587,1-0,False,False,False,False
6316,3587,3589,1/2-1/2,True,False,True,False
6317,3589,3587,1/2-1/2,False,False,True,False
6318,3587,3589,1/2-1/2,True,False,False,False
6319,3589,3587,1-0,False,False,False,False
6320,3587,3589,1-0,False,False,True,False
6321,3589,3587,1-0,True,False,True,False
6322,3587,3589,1/2-1/2,True,True,True,False
6324,3587,3589,1/2-1/2,False,False,False,False
6323,3589,3587,1/2-1/2,True,False,False,False
6325,3589,3587,1/2-1/2,False,False,False,False
6326,3587,3589,1/2-1/2,True,False,False,False
6327,3589,3587,1-0,True,False,False,False
6328,3587,3589,1/2-1/2,True,True,False,False
6330,3587,3589,1/2-1/2,False,False,False,False
6329,3589,3587,1/2-1/2,True,False,True,False
6331,3589,3587,1/2-1/2,False,False,False,False
6333,3589,3587,1/2-1/2,True,False,True,False
6334,3587,3589,1/2-1/2,True,False,True,False
6336,3587,3589,1-0,True,False,False,False
6335,3589,3587,1-0,False,False,False,False
6332,3587,3589,1/2-1/2,True,False,True,False
6338,3588,3589,1/2-1/2,True,False,False,False
6337,3589,3587,1/2-1/2,True,False,False,False
6339,3589,3588,1-0,True,False,False,False
6340,3588,3589,1/2-1/2,True,False,True,False
6341,3589,3588,1-0,True,False,True,False
6342,3892,3731,1-0,False,False,False,False
6343,3825,3749,1/2-1/2,False,False,True,False
6344,3818,3744,1/2-1/2,False,False,False,False
6345,3784,3722,1-0,False,False,False,False
6346,3731,3722,1-0,True,False,True,False
6347,3744,3784,1/2-1/2,False,False,True,False
6348,3749,3818,1/2-1/2,False,False,True,False
6349,3892,3825,1-0,True,False,False,False
6350,3825,3731,1/2-1/2,True,False,False,False
6351,3818,3892,1/2-1/2,False,False,False,False
6352,3784,3749,1/2-1/2,False,False,True,False
6354,3731,3744,1-0,False,False,False,False
6355,3749,3722,1/2-1/2,False,False,True,False
6353,3722,3744,1/2-1/2,False,False,True,False
6356,3892,3784,1/2-1/2,False,False,False,False
6357,3825,3818,1/2-1/2,True,False,True,False
6358,3818,3731,1-0,True,False,False,False
6359,3784,3825,1/2-1/2,False,False,False,False
6361,3744,3749,1-0,False,False,True,False
6360,3722,3892,1/2-1/2,True,False,False,False
6362,3731,3749,1/2-1/2,True,False,False,False
6363,3892,3744,1/2-1/2,True,False,True,False
6365,3818,3784,1/2-1/2,False,False,True,False
6366,3784,3731,1-0,False,False,True,False
6364,3825,3722,1-0,True,False,False,False
6367,3722,3818,1/2-1/2,False,False,True,False
6368,3744,3825,1/2-1/2,False,False,False,False
6369,3749,3892,0-1,False,False,False,False
6370,3731,3892,1/2-1/2,True,False,False,False
6371,3749,3825,1/2-1/2,False,False,False,False
6372,3744,3818,0-1,False,False,True,False
6373,3722,3784,1/2-1/2,False,False,True,False
6374,3722,3731,1-0,True,False,True,False
6375,3784,3744,1/2-1/2,True,False,False,False
6376,3818,3749,1-0,True,False,False,False
6377,3825,3892,1/2-1/2,False,False,True,False
6378,3731,3825,1/2-1/2,True,False,True,False
6379,3892,3818,1/2-1/2,False,False,False,False
6380,3749,3784,1/2-1/2,False,False,True,False
6381,3744,3722,1/2-1/2,True,False,False,False
6382,3744,3731,0-1,False,False,True,True
6383,3722,3749,1/2-1/2,True,False,False,False
6384,3784,3892,1/2-1/2,False,False,True,False
6385,3818,3825,1/2-1/2,False,False,False,False
6386,3731,3818,1/2-1/2,True,False,True,False
6387,3825,3784,1-0,False,False,False,False
6388,3892,3722,1-0,False,False,False,False
6390,3749,3731,1/2-1/2,True,False,False,False
6391,3744,3892,1/2-1/2,False,False,False,False
6392,3722,3825,0-1,False,False,True,False
6389,3749,3744,1-0,True,False,True,False
6393,3784,3818,1/2-1/2,False,False,True,False
6394,3731,3784,1/2-1/2,True,True,False,False
6395,3818,3722,1/2-1/2,False,False,True,False
6396,3825,3744,1/2-1/2,False,False,False,False
6397,3892,3749,1/2-1/2,False,False,True,False
6398,3820,3883,1/2-1/2,False,False,True,False
6399,3883,3820,1/2-1/2,True,False,False,False
6400,3820,3883,0-1,False,False,True,False
6402,3820,3883,1/2-1/2,False,False,True,False
6401,3883,3820,1-0,True,False,False,False
6404,3820,3883,1/2-1/2,True,False,False,False
6403,3883,3820,1-0,True,False,False,False
6405,3883,3820,1-0,True,False,False,False
6406,3820,3883,1/2-1/2,True,False,True,False
6407,3883,3820,1/2-1/2,True,False,False,False
6408,3820,3883,1/2-1/2,True,False,False,False
6409,3883,3820,1/2-1/2,True,False,False,False
6410,3820,3883,1/2-1/2,False,False,True,False
6412,3820,3883,1-0,True,False,True,False
6411,3883,3820,1-0,False,False,False,False
6413,3883,3820,1/2-1/2,True,False,False,False
6414,3820,3883,1/2-1/2,True,False,False,False
6415,3883,3820,1-0,True,True,True,False
6416,3820,3883,1/2-1/2,True,False,True,False
6417,3883,3820,1-0,True,False,False,False
6418,3820,3883,1/2-1/2,True,False,False,False
6419,3883,3820,1-0,False,False,False,False
6420,3820,3883,1/2-1/2,False,False,False,False
6421,3883,3820,1-0,True,False,False,False
6422,3820,3883,1/2-1/2,False,False,True,False
6423,3883,3820,1/2-1/2,False,False,False,False
6424,3820,3883,1/2-1/2,False,False,False,False
6425,3883,3820,1-0,True,False,True,False
6426,3820,3883,1/2-1/2,False,False,False,False
6427,3883,3820,1-0,True,True,False,False
6428,3820,3883,1/2-1/2,False,False,False,False
6429,3883,3820,1-0,True,False,False,False
6430,3820,3883,1/2-1/2,False,False,True,False
6431,3883,3820,1-0,True,True,True,False
6433,3883,3820,1-0,False,False,True,False
6432,3820,3883,1/2-1/2,False,False,False,False
6434,3820,3883,1/2-1/2,False,False,True,False
6435,3883,3820,1/2-1/2,False,False,False,False
6436,3820,3883,1/2-1/2,False,False,True,False
6437,3883,3820,1-0,True,False,False,False
6438,3820,3883,1/2-1/2,False,False,False,False
6439,3883,3820,1/2-1/2,False,False,False,False
6440,3820,3883,1/2-1/2,False,False,True,False
6441,3883,3820,1/2-1/2,False,False,False,False
6442,3820,3883,0-1,False,False,False,False
6443,3883,3820,1-0,False,False,False,False
6444,3820,3883,1/2-1/2,False,False,True,False
6445,3883,3820,1-0,False,False,False,False
6447,3883,3820,1-0,False,False,False,False
6446,3820,3883,1/2-1/2,True,False,True,False
6448,3820,3883,1/2-1/2,False,False,False,False
6449,3883,3820,1/2-1/2,True,False,True,False
6450,3820,3883,1/2-1/2,False,False,False,False
6452,3820,3883,0-1,False,False,False,False
6451,3883,3820,1/2-1/2,True,False,False,False
6454,3820,3883,1/2-1/2,True,False,True,False
6455,3883,3820,1-0,True,True,True,False
6453,3883,3820,1-0,True,False,False,False
6456,3820,3883,1/2-1/2,True,False,False,False
6457,3883,3820,1-0,False,False,False,False
6458,3820,3883,1-0,False,False,False,False
6459,3883,3820,1/2-1/2,True,False,False,False
6460,3820,3883,1/2-1/2,False,False,True,False
6462,3820,3883,1/2-1/2,True,False,True,False
6461,3883,3820,1-0,False,False,False,False
6463,3883,3820,1-0,False,False,True,False
6464,3820,3883,0-1,False,False,True,False
6465,3883,3820,1-0,True,False,True,False
6466,3820,3883,1/2-1/2,True,False,False,False
6467,3883,3820,1-0,True,False,False,False
6468,3820,3883,1/2-1/2,False,False,True,False
6469,3883,3820,1-0,False,False,False,False
6470,3820,3883,1/2-1/2,False,False,False,False
6471,3883,3820,1/2-1/2,True,False,False,False
6473,3883,3820,1-0,False,False,False,False
6472,3820,3883,1/2-1/2,False,False,True,False
6474,3820,3883,1/2-1/2,True,False,False,False
6475,3883,3820,1-0,True,False,True,False
6476,3820,3883,0-1,False,False,False,False
6478,3820,3883,1/2-1/2,False,False,False,False
6477,3883,3820,1-0,True,False,False,False
6480,3820,3883,1/2-1/2,True,False,True,False
6479,3883,3820,1/2-1/2,False,False,True,False
6481,3883,3820,1-0,True,False,False,False
6482,3820,3883,1/2-1/2,True,False,True,False
6483,3883,3820,1/2-1/2,True,False,False,False
6484,3820,3883,1/2-1/2,False,False,True,False
6485,3883,3820,1-0,False,False,True,False
6486,3820,3883,1/2-1/2,False,False,True,False
6487,3883,3820,1-0,True,False,False,False
6488,3820,3883,0-1,True,False,True,False
6489,3883,3820,1/2-1/2,True,False,True,False
6490,3820,3883,0-1,True,False,True,False
6491,3883,3820,1/2-1/2,True,False,False,False
6492,3820,3883,1/2-1/2,False,False,True,False
6493,3883,3820,1/2-1/2,True,False,True,False
6494,3820,3883,0-1,False,False,True,False
6495,3883,3820,1-0,True,False,False,False
6497,3883,3820,1-0,True,False,False,False
6496,3820,3883,0-1,False,False,False,False
6498,3549,3426,1/2-1/2,True,False,False,False
6499,3426,3337,1/2-1/2,True,False,False,False
6500,3652,3551,1/2-1/2,False,False,False,False
6501,3610,3506,1/2-1/2,False,False,True,False
6504,3561,3477,1-0,True,True,False,False
6503,3600,3619,0-1,True,False,True,False
6502,3597,3715,0-1,False,False,False,False
6506,3426,3495,1/2-1/2,False,False,True,False
6505,3586,3495,1/2-1/2,False,False,False,False
6507,3477,3586,0-1,False,False,False,False
6509,3715,3600,1-0,True,False,False,False
6508,3619,3561,1-0,True,False,False,False
6511,3551,3610,1/2-1/2,True,False,False,False
6512,3549,3426,1/2-1/2,True,False,True,False
6510,3506,3597,0-1,False,False,False,False
6513,3426,3426,1-0,False,False,True,False
6514,3652,3549,1/2-1/2,True,False,True,False
6515,3610,3337,1/2-1/2,False,False,False,False
6517,3600,3506,1-0,True,False,False,False
6518,3561,3715,0-1,False,False,False,False
6516,3597,3551,1-0,True,False,False,False
6519,3586,3619,1/2-1/2,False,False,False,False
6520,3495,3477,1-0,False,False,False,False
6521,3426,3477,1/2-1/2,False,False,True,False
6522,3619,3495,1/2-1/2,True,False,True,False
6523,3715,3586,0-1,True,False,False,False
6524,3506,3561,0-1,False,False,False,False
6525,3551,3600,1/2-1/2,True,False,True,False
6526,3337,3597,0-1,False,False,True,False
6527,3549,3610,1/2-1/2,False,False,False,False
6528,3426,3652,0-1,False,False,True,False
6529,3652,3426,1-0,True,False,False,False
6530,3610,3426,1/2-1/2,False,False,True,False
6531,3597,3549,1/2-1/2,False,False,False,False
6532,3600,3337,1-0,True,False,True,False
6533,3561,3551,1/2-1/2,True,False,True,True
6534,3586,3506,1-0,True,False,True,False
6535,3495,3715,1-0,False,False,False,False
6536,3477,3619,1/2-1/2,False,False,False,False
6537,3426,3619,1/2-1/2,False,False,True,False
6538,3715,3477,1-0,False,False,True,True
6539,3506,3495,1/2-1/2,False,False,True,False
6540,3551,3586,1-0,True,False,False,False
6541,3337,3561,0-1,True,False,False,False
6542,3549,3600,1/2-1/2,True,False,True,False
6543,3426,3597,1/2-1/2,True,False,True,False
6544,3652,3610,1/2-1/2,True,False,False,False
6545,3610,3426,1/2-1/2,False,False,False,False
6546,3597,3652,0-1,True,True,True,False
6547,3600,3426,1/2-1/2,False,False,False,False
6548,3561,3549,1/2-1/2,True,False,False,False
6549,3586,3337,1-0,True,False,False,False
6550,3495,3551,1/2-1/2,False,False,True,False
6551,3477,3506,1/2-1/2,False,False,False,False
6552,3619,3715,1/2-1/2,False,False,False,False
6553,3426,3715,1/2-1/2,False,False,True,False
6554,3506,3619,1/2-1/2,True,False,True,False
6555,3551,3477,1/2-1/2,False,False,True,False
6556,3337,3495,1/2-1/2,True,False,True,False
6557,3549,3586,1/2-1/2,False,False,False,False
6558,3426,3561,0-1,False,False,True,False
6559,3652,3600,1-0,False,False,True,False
6560,3610,3597,1/2-1/2,True,False,True,False
6561,3597,3426,1/2-1/2,True,False,True,False
6562,3600,3610,1/2-1/2,False,False,False,False
6563,3561,3652,1/2-1/2,False,False,False,False
6564,3586,3426,1/2-1/2,True,False,True,False
6565,3495,3549,0-1,True,False,True,False
6566,3477,3337,1-0,False,False,False,False
6567,3619,3551,1-0,False,False,False,False
6569,3426,3506,1/2-1/2,False,False,False,False
6570,3551,3715,1/2-1/2,True,False,True,True
6568,3715,3506,1-0,True,False,False,False
6571,3337,3619,1/2-1/2,True,False,True,False
6572,3549,3477,1-0,False,False,False,False
6573,3426,3495,1-0,True,False,False,False
6574,3652,3586,1-0,True,False,False,False
6575,3610,3561,1-0,True,False,False,False
6576,3597,3600,1/2-1/2,False,False,False,False
6577,3600,3426,0-1,False,False,True,False
6578,3561,3597,1-0,True,False,False,False
6579,3586,3610,1/2-1/2,False,False,False,False
6581,3477,3426,0-1,False,False,True,False
6582,3619,3549,1/2-1/2,True,False,False,False
6580,3495,3652,1-0,True,False,False,False
6583,3506,3551,1/2-1/2,True,False,False,False
6584,3426,3551,0-1,False,False,True,False
6585,3337,3506,1/2-1/2,False,False,False,False
6586,3549,3715,1/2-1/2,False,False,False,False
6587,3426,3619,0-1,True,False,False,False
6588,3652,3477,1-0,True,False,False,False
6589,3610,3495,1-0,False,False,False,False
6590,3597,3586,1/2-1/2,False,False,False,False
6592,3561,3426,1/2-1/2,False,False,False,False
6591,3600,3561,1/2-1/2,True,False,False,False
6593,3586,3600,1-0,True,False,True,False
6594,3495,3597,1/2-1/2,True,False,True,False
6595,3477,3610,1/2-1/2,True,False,False,False
6596,3619,3652,1/2-1/2,True,False,False,False
6597,3715,3426,1-0,False,False,False,False
6598,3506,3549,1/2-1/2,True,False,False,False
6599,3551,3337,1-0,True,False,False,False
6600,3426,3337,1-0,True,False,False,False
6601,3549,3551,1-0,True,False,True,False
6603,3652,3715,0-1,False,False,False,False
6602,3426,3506,1-0,True,False,False,False
6604,3610,3619,1/2-1/2,False,False,False,False
6605,3597,3477,1/2-1/2,True,False,False,False
6606,3600,3495,1-0,True,False,True,False
6607,3561,3586,1-0,True,False,False,False
6609,3495,3561,0-1,True,False,True,False
6608,3586,3426,1-0,False,False,False,False
6610,3477,3600,1/2-1/2,True,False,True,False
6611,3619,3597,1/2-1/2,True,False,True,False
6613,3506,3652,0-1,False,False,False,False
6614,3551,3426,1/2-1/2,True,False,True,False
6615,3337,3549,1/2-1/2,True,False,True,False
6612,3715,3610,1-0,True,False,False,False
6616,3426,3549,1/2-1/2,True,False,True,False
6617,3337,3426,1-0,True,False,False,False
6618,3551,3652,1/2-1/2,True,False,True,False
6619,3506,3610,0-1,False,False,True,False
6620,3715,3597,1-0,True,False,False,False
6621,3619,3600,1-0,True,False,False,False
6623,3495,3586,0-1,False,False,False,False
6622,3477,3561,0-1,False,False,True,False
6624,3495,3426,1-0,False,False,False,False
6625,3586,3477,1/2-1/2,False,False,False,False
6626,3561,3619,1/2-1/2,False,False,True,False
6627,3600,3715,0-1,True,False,False,False
6628,3597,3506,1-0,False,False,True,False
6629,3610,3551,1-0,True,False,False,False
6630,3426,3549,1/2-1/2,False,False,True,False
6631,3426,3426,1/2-1/2,True,False,True,False
6632,3549,3652,1/2-1/2,True,False,True,False
6634,3551,3597,1/2-1/2,False,False,False,False
6633,3337,3610,1/2-1/2,False,False,False,False
6635,3506,3600,1/2-1/2,False,False,False,False
6636,3715,3561,1-0,False,False,True,False
6637,3619,3586,1-0,True,False,False,False
6639,3477,3426,1-0,False,False,False,False
6638,3477,3495,1/2-1/2,True,False,False,False
6641,3586,3715,1/2-1/2,True,False,True,False
6640,3495,3619,1/2-1/2,False,False,False,False
6642,3561,3506,1-0,False,False,False,False
6643,3600,3551,1-0,True,True,False,False
6644,3597,3337,1/2-1/2,True,False,True,False
6645,3610,3549,0-1,False,False,False,False
6646,3652,3426,1/2-1/2,False,False,False,False
6647,3426,3652,0-1,False,False,False,False
6648,3426,3610,0-1,False,False,True,False
6649,3549,3597,1/2-1/2,False,False,True,True
6650,3337,3600,0-1,True,False,True,False
6651,3551,3561,1/2-1/2,False,False,False,False
6652,3506,3586,1/2-1/2,True,False,True,True
6653,3715,3495,1-0,True,False,False,False
6654,3619,3477,1-0,True,False,True,False
6655,3619,3426,1-0,True,True,True,False
6656,3477,3715,0-1,False,False,False,False
6657,3495,3506,1/2-1/2,True,False,False,False
6658,3586,3551,1-0,False,False,False,False
6659,3561,3337,1-0,False,False,False,False
6660,3600,3549,1/2-1/2,True,False,True,False
6661,3597,3426,1/2-1/2,False,False,True,False
6663,3426,3610,0-1,True,False,False,False
6662,3610,3652,1/2-1/2,False,False,False,False
6664,3652,3597,1/2-1/2,True,False,False,False
6665,3426,3600,0-1,True,False,False,False
6666,3549,3561,1-0,False,False,True,False
6668,3551,3495,1/2-1/2,True,False,True,False
6667,3337,3586,0-1,True,False,True,False
6669,3506,3477,1/2-1/2,False,False,False,False
6670,3715,3619,1/2-1/2,False,False,False,False
6671,3715,3426,1-0,False,False,False,False
6672,3619,3506,1-0,True,False,True,False
6673,3477,3551,1/2-1/2,True,False,True,False
6674,3495,3337,1-0,True,False,False,False
6675,3586,3549,1/2-1/2,True,False,True,False
6676,3561,3426,1-0,True,False,False,False
6677,3600,3652,1/2-1/2,False,False,False,False
6678,3597,3610,1/2-1/2,False,False,True,False
6679,3426,3597,1/2-1/2,False,False,False,False
6680,3610,3600,0-1,True,False,True,False
6681,3652,3561,0-1,True,False,True,False
6682,3426,3586,0-1,True,False,False,False
6683,3549,3495,1/2-1/2,True,False,True,False
6684,3337,3477,1/2-1/2,False,False,False,False
6685,3551,3619,1/2-1/2,False,False,False,False
6686,3506,3715,1-0,True,False,True,False
6687,3506,3426,1/2-1/2,True,False,False,False
6688,3715,3551,1-0,False,False,True,False
6689,3619,3337,1-0,False,False,False,False
6690,3477,3549,0-1,True,False,True,False
6691,3495,3426,1-0,True,False,True,False
6692,3586,3652,1-0,False,False,True,False
6693,3561,3610,1/2-1/2,False,False,True,False
6694,3600,3597,0-1,True,False,True,False
6695,3426,3600,1/2-1/2,False,False,False,False
6697,3610,3586,1-0,True,False,False,False
6696,3597,3561,1-0,True,False,False,False
6698,3652,3495,1/2-1/2,False,False,True,False
6699,3426,3477,1-0,True,False,False,False
6700,3549,3619,1/2-1/2,False,False,False,False
6701,3551,3506,1-0,False,False,False,False
6702,3551,3426,0-1,True,False,True,False
6703,3506,3337,1/2-1/2,False,False,False,False
6705,3619,3426,1-0,True,False,True,False
6704,3715,3549,1/2-1/2,False,False,False,False
6706,3477,3652,1/2-1/2,False,False,True,False
6707,3495,3610,1/2-1/2,False,False,True,False
6708,3586,3597,1/2-1/2,False,False,False,False
6709,3561,3600,1/2-1/2,True,False,True,False
6710,3426,3561,1/2-1/2,False,False,True,False
6711,3600,3586,1-0,True,False,False,False
6712,3597,3495,1/2-1/2,True,False,True,False
6713,3610,3477,1-0,False,False,False,False
6714,3652,3619,1/2-1/2,True,False,True,False
6715,3426,3715,1/2-1/2,True,False,False,False
6716,3549,3506,1/2-1/2,True,False,True,False
6717,3337,3551,1/2-1/2,False,False,True,False
6718,3337,3426,1/2-1/2,False,False,True,False
6719,3551,3549,1/2-1/2,True,False,False,False
6720,3506,3426,0-1,True,False,False,False
6721,3715,3652,1/2-1/2,False,False,False,False
6722,3619,3610,1/2-1/2,False,False,False,False
6723,3477,3597,1-0,False,False,True,False
6724,3495,3600,1-0,True,False,False,False
6725,3586,3561,0-1,False,False,False,False
6726,3426,3586,0-1,False,False,True,False
6727,3561,3495,1-0,True,True,False,False
6728,3600,3477,1-0,True,False,False,False
6729,3597,3619,1/2-1/2,False,False,False,False
6730,3610,3715,0-1,False,False,False,False
6732,3426,3551,0-1,False,False,True,False
6733,3549,3337,1/2-1/2,False,False,False,False
6734,3907,3710,1-0,True,True,True,False
6735,3895,3787,1-0,False,False,True,False
6731,3652,3506,1/2-1/2,False,False,False,False
6736,3827,3796,1-0,True,False,True,False
6737,3812,3833,1/2-1/2,False,False,False,False
6740,3787,3827,1/2-1/2,True,False,True,False
6738,3710,3833,1/2-1/2,False,False,False,False
6741,3907,3895,1/2-1/2,True,False,True,False
6742,3895,3710,1-0,True,False,True,False
6739,3796,3812,0-1,False,False,True,False
6743,3827,3907,1/2-1/2,False,False,False,False
6744,3812,3787,1/2-1/2,False,False,False,False
6745,3833,3796,1/2-1/2,True,False,False,False
6746,3710,3796,1/2-1/2,True,False,False,False
6747,3787,3833,1/2-1/2,True,False,True,False
6748,3907,3812,1/2-1/2,False,False,True,False
6749,3895,3827,1/2-1/2,True,False,True,False
6750,3827,3710,1-0,True,False,False,False
6752,3833,3907,1/2-1/2,True,False,True,False
6751,3812,3895,1/2-1/2,True,False,False,False
6753,3796,3787,0-1,False,False,True,False
6754,3710,3787,1/2-1/2,True,False,False,False
6755,3907,3796,1-0,True,False,False,False
6756,3895,3833,1-0,False,False,False,False
6757,3827,3812,1/2-1/2,True,False,False,False
6758,3812,3710,1/2-1/2,False,False,False,False
6759,3833,3827,1/2-1/2,False,False,True,False
6760,3796,3895,1/2-1/2,False,False,False,False
6761,3787,3907,1/2-1/2,True,False,True,False
6762,3710,3907,1/2-1/2,False,False,False,False
6763,3787,3895,1/2-1/2,False,False,False,False
6764,3796,3827,1/2-1/2,True,False,False,False
6765,3833,3812,1/2-1/2,False,False,True,False
6766,3833,3710,1/2-1/2,False,False,False,False
6767,3812,3796,1/2-1/2,True,False,True,False
6768,3827,3787,1/2-1/2,True,False,True,False
6769,3895,3907,1/2-1/2,True,False,False,False
6770,3710,3895,1/2-1/2,False,False,True,False
6772,3787,3812,1/2-1/2,True,False,False,False
6771,3907,3827,1/2-1/2,True,False,True,False
6773,3796,3833,1/2-1/2,False,False,False,False
6774,3796,3710,1-0,False,False,False,False
6775,3833,3787,1/2-1/2,True,False,False,False
6776,3812,3907,1/2-1/2,False,False,False,False
6777,3827,3895,1/2-1/2,False,False,False,False
6778,3710,3827,1/2-1/2,False,False,True,False
6779,3895,3812,1-0,False,False,True,False
6781,3787,3796,1/2-1/2,True,False,True,False
6780,3907,3833,1/2-1/2,True,False,True,False
6782,3787,3710,1-0,True,False,True,False
6783,3796,3907,0-1,True,False,True,False
6784,3833,3895,1-0,False,False,False,False
6785,3812,3827,1-0,False,False,False,False
6786,3710,3812,1/2-1/2,True,False,True,False
6787,3827,3833,1/2-1/2,False,False,True,False
6788,3895,3796,1-0,True,False,True,False
6789,3907,3787,1/2-1/2,False,False,True,False
6790,3907,3710,1/2-1/2,False,False,True,False
6791,3895,3787,1-0,True,False,False,False
6792,3827,3796,1/2-1/2,False,False,False,False
6793,3812,3833,1/2-1/2,True,False,True,False
6794,3710,3833,1/2-1/2,False,False,True,False
6795,3796,3812,0-1,True,False,True,False
6796,3787,3827,1/2-1/2,True,False,False,False
6797,3907,3895,1-0,True,False,False,False
6798,3895,3710,1-0,True,True,False,False
6800,3812,3787,1-0,False,False,False,False
6799,3827,3907,1/2-1/2,True,False,True,False
6801,3833,3796,1-0,False,False,False,False
6802,3710,3796,1/2-1/2,True,False,True,False
6803,3787,3833,1/2-1/2,True,False,False,False
6804,3907,3812,1/2-1/2,True,False,True,False
6805,3895,3827,1/2-1/2,False,False,False,False
6806,3827,3710,1-0,True,False,True,False
6807,3812,3895,1-0,False,False,False,False
6808,3833,3907,1/2-1/2,False,False,False,False
6809,3796,3787,1/2-1/2,False,False,False,False
6810,3710,3787,1/2-1/2,False,False,True,False
6812,3895,3833,1/2-1/2,True,False,True,False
6811,3907,3796,1/2-1/2,False,False,True,False
6814,3812,3710,1-0,False,False,False,False
6815,3833,3827,1/2-1/2,False,False,True,False
6813,3827,3812,1/2-1/2,False,False,True,False
6816,3796,3895,1/2-1/2,False,False,True,False
6817,3787,3907,1/2-1/2,True,False,True,False
6818,3710,3907,1/2-1/2,False,False,False,False
6819,3787,3895,1/2-1/2,True,False,False,False
6820,3796,3827,1/2-1/2,False,False,False,False
6821,3833,3812,0-1,False,False,False,False
6822,3833,3710,1-0,False,False,False,False
6823,3812,3796,1-0,True,False,False,False
6824,3827,3787,1/2-1/2,False,False,False,False
6825,3895,3907,1/2-1/2,True,False,False,False
6826,3710,3895,1/2-1/2,True,False,False,False
6827,3907,3827,1/2-1/2,False,False,True,False
6828,3787,3812,0-1,True,False,True,False
6829,3796,3833,1/2-1/2,False,False,False,False
6830,3796,3710,1/2-1/2,False,False,False,False
6831,3833,3787,1/2-1/2,True,False,False,False
6832,3812,3907,1/2-1/2,False,False,False,False
6833,3827,3895,1/2-1/2,True,False,True,False
6834,3710,3827,1/2-1/2,False,False,False,False
6835,3895,3812,1-0,True,False,False,False
6836,3907,3833,1-0,True,False,False,False
6837,3787,3796,1/2-1/2,True,False,True,False
6838,3787,3710,1-0,False,False,False,False
6839,3796,3907,1/2-1/2,False,False,False,False
6840,3833,3895,1/2-1/2,False,False,False,False
6842,3710,3812,0-1,False,False,True,False
6843,3827,3833,1/2-1/2,False,False,True,False
6841,3812,3827,1/2-1/2,True,False,False,False
6844,3895,3796,1/2-1/2,False,False,False,False
6845,3907,3787,1/2-1/2,True,False,True,False
6846,3907,3710,1-0,True,False,True,False
6847,3895,3787,1-0,False,False,False,False
6848,3827,3796,1/2-1/2,True,False,True,False
6849,3812,3833,1-0,False,False,True,False
6850,3710,3833,1/2-1/2,False,False,False,False
6852,3787,3827,1/2-1/2,True,False,False,False
