AvgWhiteCentralization,AvgBlackCentralization,AvgWhiteCentralizationWins,AvgBlackCentralizationWins,AvgBlackControl,AvgWhiteControl,AvgBlackControlWins,AvgWhiteControlWins
0.87604795817182,0.0,0.877738073607494,0.0,0.0,1.24377735709206,0.0,0.877738073607494
0.8760242716012236,0.5556692242114237,0.8776770171248127,0.5492148769355085,1.2289554184845293,1.2437992076626048,1.2281333944833912,0.8776770171248127
1.0104295403165033,0.504225069078121,1.0120728421820244,0.4983243894425583,1.174981160512434,2.628324541572469,1.1744606286277517,1.0120728421820244
0.9449703725314634,0.6843995533244133,0.9469283380350293,0.683203681384902,2.564883653081961,2.5725797527187857,2.5647858003725212,0.9469283380350293
1.0900320248141957,0.5970714415194667,1.0916472140464832,0.592957653722038,2.4802815766682107,3.5805957823923946,2.479573244352732,1.0916472140464832
0.956949569495695,0.7182364446595285,0.9608329605075853,0.7191040843214757,3.2368277781138466,3.4798056177283083,3.241260430390865,0.9608329605075853
1.113387702369898,0.6135491945577133,1.1188054357555537,0.6150393804725657,3.1444648552626266,4.183273446647019,3.149293791525498,1.1188054357555537
1.0191696845853482,0.7228134420458454,1.025144514574014,0.7258820681002796,3.8588221012806767,4.055192506120137,3.874804657407611,1.025144514574014
1.1226253558799988,0.628881751588162,1.1332216342126233,0.6343746550391876,3.722327480521586,4.665001671749461,3.740523236560327,1.1332216342126233
1.0394179706142177,0.7249576068966217,1.048808009519511,0.7314385407004991,4.243889808393327,4.513987185605638,4.264100525595159,1.048808009519511
1.1237495293243642,0.6443015173564821,1.1341340724771585,0.6537335934728628,4.086553433133529,4.99472843287911,4.111564384533523,1.1341340724771585
1.0459074297147757,0.7353151350578819,1.0581810674099308,0.7454686633388796,4.531339962024541,4.830253782233202,4.559245701608431,1.0581810674099308
1.1210567258285737,0.6588978280005732,1.1343197222681436,0.6706490727532097,4.362617453786157,5.186308829249319,4.395372681883024,1.1343197222681436
1.0432330827067668,0.7493528904227783,1.0582461685624571,0.7621798875702686,4.726940301573606,5.0127162167714365,4.760350673686089,1.0582461685624571
1.117804689513012,0.6708477196598814,1.133132091183512,0.6858335577699973,4.542148930687967,5.293079103323886,4.583288446000538,1.133132091183512
1.0342418251265437,0.7662798761994473,1.0511056098686695,0.779502617212949,4.834535799683253,5.108646371380956,4.874778154696381,1.0511056098686695
