AvgWhiteCentralization,AvgBlackCentralization,AvgWhiteCentralizationWins,AvgBlackCentralizationWins,AvgBlackControl,AvgWhiteControl,AvgBlackControlWins,AvgWhiteControlWins
0.8353695520318863,0.0,0.8566235277010325,0.0,0.0,1.3967160558010572,0.0,0.8566235277010325
0.8353986135181976,0.2753466204506066,0.8567272727272728,0.33013803680981596,1.3433275563258231,1.3967504332755634,1.3404907975460123,0.8567272727272728
1.025435479677615,0.2544847907097669,1.0656,0.3158096699923254,1.3220816361903112,2.8089522488950514,1.3257866462010743,1.0656
1.0039431493196984,0.42183031458531933,1.0424727272727272,0.4577897160399079,2.534708380275587,2.7785336684288064,2.5080583269378356,1.0424727272727272
1.1966545328479805,0.3828653146125845,1.2481454545454544,0.41551459293394777,2.4925463685214075,4.001473392269024,2.46505376344086,1.2481454545454544
1.0397035239044687,0.5827662433357895,1.088646288209607,0.6063748079877113,3.133067487321746,3.858046898704001,3.221582181259601,1.088646288209607
1.306111833550065,0.4199826614651062,1.3689956331877728,0.46868997310795235,3.0664065886432597,4.362071954919809,3.1409911640414907,1.3689956331877728
1.210362020377195,0.5410362020377195,1.2820101966496722,0.6019976949673453,3.740906134836332,4.255191849122046,3.7925470610833654,1.2820101966496722
1.33048605992282,0.46065125959328795,1.4032046613255644,0.5182622068435218,3.6348263452282876,4.9513506482244285,3.6920415224913494,1.4032046613255644
1.2717023675310033,0.5302662388344462,1.343677156177156,0.6020761245674741,4.178388691353742,4.829069464920648,4.222606689734717,1.343677156177156
1.350028186115086,0.47682234074844976,1.4226398601398602,0.551923076923077,4.06283335501496,5.362213260483067,4.102307692307693,1.4226398601398602
1.2946660884648742,0.583824804856895,1.3698091213754917,0.64,4.5662185602775365,5.242627927146574,4.6292307692307695,1.3698091213754917
1.3386970853573907,0.5301006245662734,1.421535771528486,0.5843605546995377,4.446781748785566,5.700685287994449,4.4946070878274265,1.421535771528486
1.2653220559531555,0.6176100628930817,1.352666860973477,0.6752696456086287,4.781175450010844,5.572327044025157,4.845916795069337,1.352666860973477
1.3375699475122544,0.5456122847351754,1.4188283299329643,0.6067848882035466,4.655619659046545,5.847612024465362,4.723207401696222,1.4188283299329643
1.2751724437117695,0.6284759880265498,1.360204081632653,0.686969930609098,4.953798099865516,5.731985597154137,5.003469545104086,1.360204081632653
1.334779590419993,0.5656022214508851,1.4144314868804664,0.6287147819374759,4.817077403679278,5.938649774383895,4.864145117715168,1.4144314868804664
1.2611185837636134,0.6511042651972057,1.3456268221574343,0.7028174450019298,5.042868920032976,5.806655963899857,5.05712080277885,1.3456268221574343
1.3181897075414388,0.5824871995140154,1.4026239067055393,0.6451737451737452,4.900633515577541,5.9817321877983165,4.925482625482625,1.4026239067055393
1.243447318173928,0.6756205519875021,1.330806239976673,0.7162162162162162,5.090956431175143,5.8391772261760115,5.12007722007722,1.330806239976673
