Id,WhiteElo,BlackElo,Result,WhiteCastlingConsiderationTurn,BlackCastlingConsiderationTurn,WhiteBestMoveAtConsiderationTurn,BlackBestMoveAtConsiderationTurn
5718,2639,2452,1-0,"8,9,9","9,10,10,11,11","f3h4,e1c1,e1c1","a7a5,c5e7,c5e7,f6d5,f6d5"
5724,2513,2536,1-0,6,9,b1d2,e8g8
5727,2414,2853,0-1,9,9,e1g1,e8g8
5730,2474,2598,1-0,4,6,c2c4,e8g8
5726,2592,2548,0-1,7,"4,5",e1g1,"d7d5,c7c5"
5723,2618,2586,0-1,"5,6,7","7,8,9","c4b5,b1c3,f4e5","e8g8,d6e5,e8g8"
5728,2553,2481,0-1,"12,13,14,15,15",-,"b3b4,b4b5,g1e2,f3g1,f3g1",-
5729,2524,2528,1-0,"10,11,12,13",6,"g5f6,g5f6,a1c1,h2h3",h7h6
5731,2629,2503,1-0,"13,14,15","5,6","e1g1,c5e7,f3d4","d5c4,b8d7"
5733,2578,2573,0-1,5,5,d2d4,c7c5
5734,2579,2657,0-1,9,"4,5,6,7,8",e1g1,"c7c5,b4c5,b8c6,e6d5,b8c6"
5737,2331,2531,0-1,12,6,c4e2,b8d7
5738,2448,2523,1-0,-,13,-,c8f5
5735,2637,2609,0-1,8,"7,8,9,10,11,12,12,13,13",c2c3,"d7d6,f6h5,c5d4,c5d4,d6d5,d6d5,d6d5,e7e6,e7e6"
5741,2547,2534,0-1,"4,5,6",8,"b5d7,b1c3,b5c6",d7g4
5736,2595,2613,1-0,"7,9,10,10","5,6,7,8,9,10,11","f3g5,c1e3,f2f4,f2f4","h7h5,e8g8,g4e2,b8c6,b8c6,e7e5,e8g8"
5740,2959,2746,1-0,"4,5,6,7",8,"e1g1,b5a4,b1c3,h2h3",e8g8
5732,2546,2443,1-0,"10,12,13,14,14,15,15","7,8,9,10,11","g2g4,g2g3,c1d3,a2a4,a2a4,c4b5,c4b5","c6b8,f7f5,f7f5,f7f5,f7f5"
5739,2523,2561,1-0,"6,7,8",6,"e2e4,e1g1,e1g1",c8e6
5744,2564,2498,0-1,-,-,-,-
5743,2392,2536,0-1,12,8,g3f1,e8g8
5742,2721,2956,0-1,"10,10","4,5,6,7,8,9,10,11","e1g1,e1g1","h7h6,h7h6,f6e4,f5e4,e4d3,h7h6,d8c7,h7h6"
5749,2446,2588,1-0,"10,11,12,12",8,"e3d4,a1c1,a1b1,a1b1",e8g8
5748,2507,2473,1-0,7,"10,11,12,12",e1g1,"a8c8,f8e7,e8g8,e8g8"
5747,2530,2512,0-1,9,"10,11,12,13,14",f3d2,"e8g8,f7f5,e7g5,g5d2,e8g8"
5751,2416,2535,1/2-1/2,8,-,f3d2,-
5753,2519,2575,1-0,5,4,c2c4,d7d5
5750,2394,2567,0-1,"8,9",11,"b2c3,d2d4",e8g8,,,,
5752,2564,2425,1-0,10,"8,9",d3e3,"d7f6,b7b6",,,,
5745,2455,2549,0-1,"8,10,11,12","6,7,8,9,10,14","b2c3,d1a1,d4d5,c4e2","f6d5,e4c3,b4c3,c3a1,h7h6,e8g8",,,,
5755,2427,2500,0-1,"6,7,8,9,10",10,"f3e5,c3e4,b5c4,e2e4,d2d4",e8c8,,,,
5757,2740,2856,0-1,4,7,c2c3,e8g8,,,,
5746,2501,2460,1-0,"10,11,12,13,13,14,14,15,15","5,6,7,8,9,11,12,14","d4g7,g7f6,c1g5,h2h3,h2h3,e1c1,e1c1,c3e4,c3e4","b4c3,b8c6,e7d5,e8g8,e8g8,d5f6,f6d5,h8g8",,,,
5756,2480,2503,0-1,10,11,c3d4,e8g8,,,,
5758,2530,2434,1-0,6,7,d3c2,e6e5,,,,
5754,2570,2415,1-0,"11,12,13","8,9,10,11,12","b3b6,c3a4,b5c3","d6g3,e8g8,b6b3,a7b6,e8e7",,,,
5764,2566,2554,1-0,5,11,e1g1,h7h6,,,,
5759,2577,2543,0-1,"12,13,14,14,15,15","11,12,13,13","e1g1,g5e4,h5h3,h5h3,h5h3,h5h3","b7b6,d7f6,d7f6,d7f6",,,,
5763,2626,2352,1/2-1/2,"6,7,8,9",5,"e1g1,f3e5,c3d5,c1f4",e8g8,,,,
5761,2744,2740,0-1,"9,10,10,11,11,12,12,13","9,10","f4d6,a6b7,a6b7,b7c6,b7c6,b2b4,b2b4,e1g1","d6f4,e8g8",,,,
5765,2601,2589,1/2-1/2,6,6,e1g1,e8g8,,,,
5768,2323,2508,1-0,"8,9",-,"e1g1,c2c3",-,,,,
5766,2432,2618,0-1,"11,12,13","8,9","a2a4,e1g1,e1g1","h7h6,a7a6",,,,
5767,2426,2582,1-0,"7,8,9,11",10,"e2f3,e3d4,d4b2,a2a3",e5e4,,,,
5760,2513,2494,1-0,"8,9","9,10,11,13,14,15","h2h3,e1g1","d8e7,g7g6,e4g6,g6g5,d8e7,f6g8",,,,
5762,2479,2522,1-0,"9,10,11,12,13,14,14",-,"e2e4,e4e5,f3e5,e5c4,e1c1,e1g1,e1g1",-,,,,
5771,2582,2489,0-1,10,9,f3h4,h7h6,,,,
5772,2600,2507,1-0,-,"9,10,11",-,"b8c6,d5c3,e8g8",,,,
5773,2677,2660,1-0,-,9,-,h5g3,,,,
5774,2509,2389,1-0,7,10,e1g1,e8g8,,,,
5777,2635,2572,1-0,"4,5",-,"b5a4,e1g1",-,,,,
5778,2809,2620,1-0,9,9,e1g1,e8g8,,,,
5779,2610,2596,1-0,7,8,e1g1,e8g8,,,,
5769,2463,2503,0-1,"4,5,6,7,8,9,10","9,10,11,12,13","c2c4,c4d5,a4b3,f3e5,b1a3,b4c3,a2b3","b6d5,b6a4,b3a2,a7a5,d6c7",,,,
5780,2482,2594,0-1,7,"4,5",e1g1,"d7d6,e8g8",,,,
5776,2655,2455,1/2-1/2,"11,12","8,9","e2c4,e3d4","e8g8,e8g8",,,,
5770,2579,2480,1-0,"5,6,7,9,10","6,7,8,9,10,11,12","c2c3,e4e5,c3d4,c4b3,e1g1","d7d5,c6d4,d7d5,e8g8,c6e7,b4e7,f7f6",,,,
5775,2508,2403,1-0,13,"14,15",e1g1,"f8g7,g8g5",,,,
5786,2502,2487,1/2-1/2,-,-,-,-,-,-,-,-
5784,2393,2579,0-1,-,"10,11",-,"b6d8,d8a5",,,,
5785,2437,2532,1/2-1/2,11,7,a1b1,e8g8,,,,
5783,2524,2621,0-1,"7,8","4,5,6,7,8","d1c2,d2b4","b4e7,b4e7,c8b7,b4d2,b4d2",,,,
5782,2464,2539,1-0,"6,7,8,9,10,10","11,12,13,14,15","e2e3,c4d5,a2a3,f1d3,e1g1,e1g1","d6e5,e4c3,c5d3,e6d5,e8g8",,,,
5781,2744,2788,0-1,13,"8,9,10,11,12,13,14,15,15",e1c1,"d6d5,b7c6,f6d7,d6d5,h7h6,d8c7,d8c7,h7h6,h7h6",,,,
5787,2564,2571,1-0,"9,10,11,11,12,12",5,"f3e5,d1c2,f3e5,f3e5,c4d5,c4d5",c7c5,,,,
5790,2529,2469,1-0,8,7,e2e4,a7a6,,,,
5789,2625,2648,0-1,"9,10,11,11,12,12,13,13",5,"d2f3,e1g1,e5c6,e5c6,e3f4,e3f4,d4c5,d4c5",e8g8,,,,
5788,2464,2525,0-1,"11,12,12","10,11,12,13,14","e1g1,e1g1,e1g1","f8b4,f8b4,c6b4,c7b6,b4c6",,,,
5791,2683,2763,1-0,"8,11,15",-,"d5d8,f1b5,b5e2",-,,,,
5793,2642,2603,0-1,"4,5,6,7","6,7","b1c3,d2d4,c4b3,d2d3","e8g8,e8g8",,,,
5795,2891,2688,1/2-1/2,8,"6,7,8,9",e1g1,"c8e6,b8c6,e8g8,e8g8",,,,
5797,2679,2601,1-0,11,11,e1g1,d4c6,,,,
5799,2333,2626,0-1,4,9,e1g1,h7h5,,,,
5801,2463,2539,0-1,"4,5",5,"f3g5,b1c3",e8g8,,,,
5792,2619,2322,0-1,"12,13,14,15,15","10,11,12,12,13,13,14,15","e5d7,d2c3,d1e2,d4e5,d4e5","e7e6,f8b4,b4c3,b4c3,a5c7,a5c7,d7e5,f6d5",,,,
5800,2378,2523,1-0,10,"5,6",d4d5,"e5d4,e8g8",,,,
5794,2757,2590,1/2-1/2,"9,10","6,7,8,9,10","b1c3,b1d2","b8c6,b8c6,e8g8,c8e6,h7h5",,,,
5796,2510,2461,0-1,"12,13,14,14,15","13,14,14","g4h5,d3d4,e1e2,e1e2,e1f1","b4c3,a5a2,a5a2"
5803,2546,2563,0-1,4,7,c2c4,d8e7
5802,2543,2657,1/2-1/2,4,8,e1g1,g4h5
5804,2550,2563,0-1,8,"5,6,7",e1g1,"c5d4,d7d5,e8g8"
5807,2527,2479,0-1,"8,9,10",11,"c3d4,e5f6,e1g1",e8g8
5805,2557,2526,1/2-1/2,"4,5","7,8,9,10,11","b5a4,e1g1","c8b7,d7d6,c5b6,e8g8,e8g8"
5798,2354,2779,0-1,8,"4,5,6,7,8,9,10,11,12,13,14,15",e1g1,"d7d5,b4c3,c7c5,g5a5,b4c3,a5c3,b8c6,c3a5,c8b7,b7f3,a5h5,b8c6"
5810,2550,2516,1-0,9,"5,6,7,8",e1g1,"e8g8,f6d5,c7c6,e8g8"
5811,2591,2566,0-1,4,"6,7,8",e1g1,"c5b6,c5b6,c8g4"
5809,2503,2376,1-0,-,"11,12,12,13",-,"e8g8,e8g8,e8g8,b8b4"
5808,2523,2366,1-0,"9,10,11,12,13,13,14,14","14,15,15","e1g1,b3f3,b3d5,a1d1,e4f6,e4f6,e1c1,e1c1","d8c7,a8d8,a8d8"
5815,2859,2877,0-1,"6,7",4,"e1g1,e1g1",c7c6
5813,2582,2603,0-1,12,"6,7",e1g1,"e8g8,e8g8"
5814,2456,2552,1-0,4,"5,6,7,8",f3g5,"c5b4,b4e7,f6e4,e8g8"
5806,2729,2686,0-1,7,"5,6,7,8,9,10,11,12,14,15",e1g1,"b7b5,b7b5,e8g8,f6d7,d7b6,b8c6,h7h6,e8g8,c7d8,e8g8"
5817,2602,2622,0-1,6,4,d2d4,c7c5
5816,2695,2744,1/2-1/2,6,8,e1g1,e8g8
5821,2631,2624,0-1,7,5,e1g1,c7c5
5820,2547,2554,1/2-1/2,8,10,e1g1,f6d5
5812,2621,2528,1-0,11,"11,12,13,14,14,15,15",e4c3,"a5e5,d7d5,e5d4,e5c7,e5c7,d3f2,d3f2"
5819,2488,2568,0-1,"8,9,10","8,9","b1c3,e1g1,e1g1","e7e6,e8g8"
5822,2507,2515,1-0,"4,5,6",-,"f3e5,d2c3,e1g1",-
5824,2304,2515,0-1,6,6,d3d4,d6c7
5825,2490,2622,0-1,6,6,e1g1,e8g8
5826,2524,2513,1-0,7,4,e1g1,d7d5
5823,2543,2564,1-0,"7,8,9","4,5","c1e3,e1g1,f3d2","d7d5,e8g8"
5828,2501,2462,0-1,10,11,e1g1,d5c3
5818,2490,2580,1-0,"10,12,12","6,7,8,9,10,11,12,13,14,15","d4d5,g3h5,g3h5","e7f6,b8d7,h7h5,c7c5,d8a5,a5d2,c8d7,c8d7,h8g8,e8f8"
5829,2530,2525,1-0,"12,13",-,"g1e2,e1c1",-
5831,2597,2465,0-1,4,"6,7,8,9",e1g1,"c5d4,e5d4,e8g8,e8g8"
5834,2823,2793,1/2-1/2,"9,10","7,8,9","c1e3,e1g1","c7c5,b8c6,e8g8"
5835,2602,2422,1-0,7,"5,6",e1g1,"b4e7,b8d7"
5827,2609,2630,1/2-1/2,"4,5,6,7,8,9,10,11,12,12","9,10","e1g1,d2d3,h2h3,h2h3,d1f3,e1g1,c2c3,d1e2,h3h4,h3h4","f6d7,e7e5"
5830,2505,2527,0-1,"9,10","8,9,10,11,12,13,14,15","a2a3,e1g1","e8g8,b4a5,e8g8,a7a5,d5e4,f6e4,d7f6,d8d4"
5833,2595,2407,1-0,"11,12,13,14,15",8,"d3b1,e1g1,e1g1,h2h4,a3b4",d8b6
5832,2649,2531,1-0,8,"10,11,12,13,14,14,15,15",d1e2,"g7f6,b7b5,h7h5,h7h5,e5c7,e5c7,d4b4,d4b4"
5840,2682,2662,0-1,-,10,-,d7e5
5837,2518,2302,1-0,"9,10,11,12,12","12,15,15","b1d2,e1g1,e1g1,e1g1,e1g1","c6c5,d7f8,d7f8"
5839,2628,2572,0-1,"13,14,15",-,"c1f4,h5f3,h5f3",-
5841,2732,2874,0-1,8,-,b1d2,-
5836,2587,2605,1-0,10,"9,10,11,12,13,14,15",d1a4,"b4c3,b4c3,b4c3,e5e4,b8d7,e8g8,d8d6"
5845,2759,2758,1-0,12,"4,5,6,7",f3h4,"d7d5,b4c3,e8g8,b7b6"
5838,2465,2536,0-1,6,"5,6,7,8,9,10,11,12,13,14,15",f4h6,"c7c6,b7b5,d8a5,b5b4,b6a5,b5b4,a7a5,a5a4,d7e5,c6c5,e8g8"
5843,2504,2483,1-0,-,"10,11,11,12,12",-,"f8d6,e8g8,e8g8,e8e7,e8e7"
5844,2641,2744,0-1,"12,13,14",7,"e1g1,e1g1,e1g1",c7c5
5847,2585,2576,1-0,7,7,e1g1,e8g8
5846,2799,2872,0-1,"4,5,6",9,"b5a4,d2d4,d2d4",e8g8
5848,2729,2744,1/2-1/2,-,"9,10,10",-,"f6d7,a7a5,a7a5"
5842,2609,2466,1/2-1/2,"8,9,9","9,10,11,12,13,14,15","d1d2,e4e5,e4e5","a7a6,b7b5,b8d7,b8d7,e8g8,d7c5,d8b6"
5852,2573,2513,1-0,8,7,d1c2,f6f5
5851,2455,2541,0-1,13,"11,12",d1c2,"d6f4,e6e5"
5849,2652,2743,0-1,"10,11,12,13,14,15",-,"g2f3,e4e5,b7a6,c3d5,e5e6,a6a4",-
5855,2670,2665,0-1,"4,5","5,6","f3g5,c2c3","d7d6,e8g8"
5853,2511,2461,1-0,"4,5,6,7,8","5,6,7,8,9","e1g1,d2d3,e4e5,e4e5,e1g1","e5d4,c5b6,d7d5,d7d5,e8g8"
5856,2498,2628,1/2-1/2,5,7,c2c4,e8g8
5857,2558,2673,0-1,"7,8,9","8,9,10,10","e5d7,c2c3,e1g1","a7a6,f8d6,d7c7,d7c7"
5854,2576,2637,0-1,8,"12,13",g2f3,"d8d4,d8d1"
5850,2695,2891,0-1,"13,13","8,9,10,11,12,13","e1c1,e1c1","d6d5,f6d7,d5e4,b8d7,a5e5,e8g8"
5860,2570,2835,0-1,6,6,e1g1,e8g8
5861,2545,2507,1-0,7,"5,6",e1g1,"b4e7,e8g8"
5858,2566,2566,1-0,"7,8,9,10,11",12,"d3e4,h2h3,e4d3,h2h3,e1g1",d8c7
5859,2648,2488,0-1,11,"9,10",e1g1,"e8g8,b7a6"
5862,2559,2452,1-0,"5,6,7",8,"e1g1,c2c4,b1c3",e8g8
5863,2597,2592,1/2-1/2,"10,10","8,9,10,10","h2h3,h2h3","e7e6,f8d6,e8g8,e8g8"
5864,2473,2577,1-0,"14,15,15",14,"f1b5,e3c5,e3c5",e8g8
5865,2344,2518,1-0,"11,12,12",15,"c1d2,g3e4,g3e4",e8g8
5871,2374,2628,0-1,8,7,e1g1,e8g8
5867,2425,2551,0-1,"8,9",8,"d1e2,b5c6",e8g8
5873,2545,2553,0-1,"8,9,10",11,"c3d4,e5f6,e1g1",e8g8
5866,2567,2450,1/2-1/2,"6,7,8,9,10",9,"c1e3,c2c4,b1c3,c1g5,e1g1",e8g8
5870,2621,2548,0-1,"9,10,11,12,13",13,"d5d6,e2e3,f2f3,e2e3,a2a4",a5a4
5868,2427,2554,0-1,"10,11,12,13,13,14,14,15,15",8,"b3c4,d3h7,c1g5,e5f6,e5f6,e1c1,e1c1,e4e2,e4e2",b8c6
5875,2475,2666,0-1,-,"4,5",-,"d7d6,e7e5"
5869,2547,2434,1-0,"12,13,14,15","9,10,11,15","b5a4,b1d2,b2b4,b2b4","e6e5,e6e5,g8e7,h7h6"
5874,2518,2558,1-0,"7,8","9,10,11","f3d4,d3b5","a8c8,b5c4,b6b5"
5878,2640,2602,1-0,7,8,e1g1,e8g8
5876,2530,2670,1-0,7,8,c4d5,d5c4
5879,2485,2563,1-0,11,10,c3c4,b7b5
5880,2734,2663,1-0,"4,5,6,7,8,9",9,"f3g5,e4d5,c4b5,d5c6,b5d3,e1g1",e8g8
5883,2753,2548,0-1,6,6,d2d4,e8g8
5881,2524,2500,1-0,11,11,a2a4,e8g8
5884,2623,2787,1-0,"4,5",7,"b1c3,e1g1",e8g8
5886,2448,2538,0-1,7,6,e1g1,e8g8
5887,2404,2590,1-0,8,7,f3d2,e8g8
5885,2389,2552,0-1,5,"12,13,14,15",d2d3,"f5g3,h5h4,f6h5,g4h2"
5872,2595,2550,0-1,"10,11,12,13,14,15","5,6,7,8,9,10,11,11,12,12,13,13,14,15","f1e2,e5c4,d4e5,f3e2,f1c4,e1g1","b8d7,b7b5,c7c6,h7h6,d8d5,d8c8,d7e5,d7e5,b7c6,b7c6,b4c3,b4c3,h7h6,c3d5"
5882,2601,2430,1-0,"11,12,13,14,15,15",5,"g1f3,g2g4,g5e3,f5g6,f3e5,f3e5",e8g8
5877,2512,2416,1-0,"8,9,10,10,11,11,12,12,13,13,14,14,15",7,"a2a4,g4g5,g4g5,g4g5,d4d5,d4d5,g4g5,g4g5,a2a3,a2a3,c3a4,c3a4,d4d5",h7h6
5889,2514,2496,1/2-1/2,12,12,e1g1,a7a5
5892,2430,2536,0-1,6,4,b1c3,c7c6
5895,2803,2754,1-0,6,5,e1g1,e8g8
5890,2496,2518,1-0,"14,15","9,10,11,11,12,13,13,14,14,15,15","b2b3,e1c1","e8c8,e7b4,e7b4,e7b4,b4d2,d5b6,d5b6,e8g8,e8g8,d6e5,d6e5"
5888,2453,2513,1-0,"11,12,12,13,13,14,14,15,15","7,8,9,10","h2h4,g3e4,g3e4,g5f6,g5f6,g3e4,g3e4,b2b4,b2b4","g6f5,e8g8,g4e2,b8d7"
5894,2428,2532,0-1,8,"10,11",c1e3,"e8g8,a8c8"
5891,2756,2581,1-0,"4,5,6,7,8,9,10","11,12","e1g1,c4e6,d1b3,f3g5,d2d4,c3d4,b1c3","e8g8,e8g8"
5897,2473,2517,1-0,12,"8,9,11",f1d3,"c8d7,e8g8,a7a6"
5896,2661,2602,0-1,5,"7,8,9,10,11",b1c3,"c5d4,e8g8,e6d5,e6d5,e8g8"
5893,2549,2375,1-0,9,"9,10,11,12,13,13",d4c6,"d8b6,b7c6,c5e7,e8g8,e8g8,e8g8"
5899,2724,2302,0-1,11,10,e1g1,e8c8
5902,2392,2506,0-1,10,9,e1g1,b8d7
5903,2636,2654,1-0,7,7,h2h3,h7h6
5898,2537,2505,0-1,"6,7,8,9,9,10,10,11,11",8,"b5c6,e4e5,d4d3,d4e3,d4e3,e1g1,e1g1,e1g1,e1g1",e8g8
5901,2463,2505,0-1,11,"5,6,7,8",e1g1,"e8g8,b7c6,c6a5,d8a5"
5904,2390,2580,0-1,"6,7","11,12,12","c2c4,e1g1","f8d6,d6e5,d6e5"
5907,2520,2488,1-0,5,"4,5",c2c4,"d7d5,d6d5"
5905,2710,2633,1-0,9,7,c2c4,c8f5
5908,2396,2547,0-1,7,7,e1g1,e8g8
5912,2609,2680,0-1,4,4,c2c4,e8g8
5900,2469,2593,0-1,"7,8,9,10,11,13,13,14,14,15","9,11,11,12,12","b1c3,a2a4,f3d4,c2c4,c2c4,c3c4,c3c4,e1g1,e1g1,e1g1","g8e7,d4e6,d4e6,e5f4,e5f4"
5910,2602,2647,0-1,"6,7","5,6,7,8,9","e4d5,e1g1","d7d5,f6d5,c8e6,b4e7,e8g8"
5911,2648,2825,1/2-1/2,"11,11","9,10","e1g1,e1g1","d8e7,d8e7"
5913,2451,2569,0-1,"5,6",7,"d4e5,e5d6",e4f2
5914,2502,2467,1-0,"11,12,13,14",15,"c2c3,e3d5,b2b4,e4d5",c6e5
5906,2404,2532,0-1,5,"9,10,11,12,13,14,15",d2d3,"b2a3,f6e4,a3a5,b8d7,b8d7,f5d7,f5e6"
5916,2545,2422,1/2-1/2,6,9,e4f5,d8e7
5918,2725,2547,1-0,"6,7",7,"d1c2,b1d2",e8g8
5917,2486,2511,1-0,"10,10","5,6,7,8,9,10","e1g1,e1g1","e8g8,d8a5,a5c5,b8c6,c5a5,e8g8"
5909,2329,2509,0-1,"8,9,10,10,11,11,12,12,13,13,14,15",7,"c1g5,e1g1,e3h6,e3h6,g4h5,g4h5,e1c1,e1c1,h1f1,h1f1,e1c1,e3g5",a7a6
5915,2502,2422,1-0,"8,9,10,11,12","9,10","f3g5,h4h5,f3g5,d3h7,d1h5","e8d7,e8d7"
5919,2809,2796,1-0,8,8,c1f4,e8g8
5921,2414,2574,0-1,11,"9,10,11,11",d3f5,"e7e6,f5d3,f5d3,f5d3"
5920,2664,2557,1-0,"12,13,14,15",-,"e1g1,g2g4,h3g4,f4e5",-
5924,2671,2432,1-0,"9,10,11",4,"h3f2,c1g5,a2a4",d7d5
5925,2659,2438,1-0,"8,9","8,9","e1g1,e1g1","d8d6,e8g8"
5928,2756,2807,1-0,10,"4,5",c4d5,"b4e7,d7d6"
5926,2312,2515,1-0,7,8,e1g1,c8g4
5923,2411,2566,0-1,"12,13","7,8,9,10,11","e2e3,f1d3","e8g8,f6d5,e8g8,d8a5,e8g8"
5927,2445,2523,1-0,"10,11","5,6,7","d4c5,e1g1","e8g8,e8g8,d6b6"
5931,2837,2720,1-0,"9,10,11",7,"e4d5,d3b5,e1g1",e6d5
5932,2668,2791,1-0,7,8,e1g1,e8g8
5933,2576,2392,0-1,6,5,e1g1,e8g8
5929,2572,2515,1/2-1/2,7,8,e1c1,a7a6
5934,2647,2451,1-0,"9,10","7,8,9","c1e3,e1g1","c7c5,b8c6,e8g8"
5937,2373,2628,0-1,7,9,e1g1,e8g8
5922,2540,2542,1-0,"9,11,12,12","6,7,8,9,10,11,12,13,14,14,15","f3d4,d1e2,e1g1,e1g1","c7c5,d8f6,c5d4,b4c5,d8c7,a7a6,a7a6,b8c6,c6a5,c6a5,h8g8"
5930,2490,2535,0-1,"4,5","7,8,9,10,11,12,13,14,15","b5a4,e1g1","d7d6,c5b6,h7h6,g7g5,e8g8,g4f3,f3g2,c8h3,h8g8"
5938,2392,2571,1/2-1/2,6,"10,11,12,12",e1g1,"b8d7,b8d7,e8g8,e8g8"
5941,2508,2525,1/2-1/2,8,7,e1g1,e8g8
5935,2527,2792,0-1,"12,13,13,14,14","11,12,12,13,13","f3d4,f3d4,f3d4,f3d4,f3d4","f5g4,a7a6,a7a6,e8g8,e8g8"
5942,2560,2500,0-1,-,-,-,-
5943,2505,2533,0-1,10,7,e1g1,e8g8
5944,2788,2416,1-0,"4,5","6,7","b5a4,e1g1","b7b5,e8g8"
5940,2494,2512,0-1,"7,8",15,"d4c6,f2f4",e8g8
5936,2600,2605,0-1,"10,11,12,13,14,14,15,15","9,10,11,12","f1e2,f3d1,b2c3,g3h4,c3d2,c3d2,b2c3,b2c3","c8b7,c6b5,e8g8,e8g8"
5939,2653,2579,1-0,11,"8,9,10",d4f3,"f6g4,d8b6,h8h6"
5948,2507,2372,0-1,4,-,d2d3,-
5946,2599,2667,1-0,5,7,d2d3,e8g8
5950,2471,2582,1-0,"7,8",5,"e1g1,e1g1",e8g8
5952,2555,2606,0-1,4,5,d2d3,e8g8
5949,2383,2533,0-1,11,"9,10",e1g1,"d5b4,e8g8"
5947,2358,2718,0-1,"8,9,10,11",-,"c1e3,f2f4,g4e2,e1g1",-
5945,2606,2520,0-1,"10,11,12","4,5,6,7,8,9,12,12","c4b5,b5d7,c1g5","d7d5,b7b5,b7b5,b5c4,e6d5,e6d5,e8g8,e8g8"
5954,2524,2373,1-0,10,9,e1g1,d6d5
5953,2409,2502,1-0,"10,11,12","9,10,11,12","b1c3,b1c3,e1g1","b7b6,a7b6,c7c6,e8g8"
5958,2313,2595,0-1,5,7,d4e5,b8c6
5951,2679,2758,0-1,10,"7,8,9,10,11,12,13,14,15,15",h1h2,"c8g4,g4e2,f6e4,g4e2,g7e5,g3h1,g7e5,h1g3,h7h5,h7h5"
5960,2391,2562,1-0,13,5,h2h3,e8g8
5956,2505,2460,0-1,4,"10,11,12,13",d2d3,"d6c5,f6g4,c8f5,c8g4"
5955,2622,2602,0-1,"8,9,10,11,12,13,15,15","13,14,14","c2c3,h2h3,c2c4,c2c4,e5g6,d1e2,d3c4,d3c4","f6d5,a5d5,a5d5"
5961,2516,2567,1-0,"4,5",7,"e1g1,d2d3",f6d7
5957,2665,2552,1/2-1/2,13,"11,12,13,14,14,15,15",h3h4,"b8a6,d8e7,d8e7,e6f5,e6f5,e7e2,e7e2"
5965,2560,2432,1-0,-,-,-,-
5966,2442,2545,0-1,6,6,d1e2,e8g8
5959,2471,2552,0-1,"6,7,8","7,8,9,10,10,11,11,12,12,13,14,15","d4d2,f2f3,e1c1","d7d6,d7d6,e8g8,b7b5,b7b5,b5b4,b5b4,a8b8,a8b8,e6d5,c6d4,e8g8"
5964,2676,2616,1-0,11,"12,13",e1g1,"e4g6,d8e7"
5970,2517,2568,0-1,5,4,c2c4,d7d5
5968,2421,2542,1-0,"7,8,9",10,"c3a4,e2c4,e1g1",e8g8
5962,2501,2390,1-0,-,"9,10,10,11,12,13,14,15",-,"a7a6,a7a6,a7a6,e4d2,a5d2,e8g8,c6b4,a5b4"
5967,2613,2676,0-1,"4,5","10,11,12,13","b5d7,e1g1","d7c6,e8g8,d8b8,d8c7"
5974,2677,2507,0-1,"10,10","5,6,7,8","e1g1,e1g1","e8g8,d8a5,a5c5,b8c6"
5973,2522,2457,1-0,"5,6,7",6,"e1g1,e1g1,d4c5",c5d4
5969,2504,2553,0-1,9,"7,8,9,10,11,12,13,14,15,15",e1c1,"d7c5,d7c5,d7c5,c5d3,c5d3,g7h6,h6e3,e5f4,e5f4,e5f4"
5975,2486,2505,0-1,5,5,e1g1,e8g8
5977,2456,2535,0-1,5,5,b1d2,b7b6
5972,2555,2525,0-1,"6,7,8,9","10,11,12,12,13,13","d2d4,f3d4,d4c6,e1g1","d8c7,d8c7,e7f5,e7f5,c6c5,c6c5"
5976,2414,2508,1-0,7,7,c1f4,b8d7
5963,2734,2549,1-0,"8,9,10,11,11,12,12,13,13,14,14","5,6,7,8,9,10,11,12,13,15","c2c3,d1f3,d1f3,d3c2,d3c2,e5c6,e5c6,d4e5,d4e5,g4g5,g4g5","e8g8,f6e4,b7b6,a7a5,c5c4,b7b5,b7b5,c8b7,f6g8,d7c5"
5978,2588,2497,0-1,5,7,e1g1,f6e4
5981,2537,2593,0-1,9,9,b1c3,f6d7
5971,2511,2562,0-1,"7,8,9,10,11,12","9,10,13,14,15","g1f3,g1e2,f4h6,g4g5,f4e5,c3d1","h7h5,f6g8,b7b5,e8g8,b6d8"
5983,2473,2544,0-1,5,4,d2d4,c7c6
5982,2517,2507,1-0,4,"7,8",c2c4,"d7d6,h7h6"
5980,2515,2518,1/2-1/2,4,"5,6,7,8,9,10,11,12,13",e1g1,"c5b4,b4e7,f6e4,c6e7,f6d7,g7f6,e7g6,h7h5,f6f5"
5986,2419,2540,1-0,5,4,c2c4,d7d5
5985,2612,2806,0-1,-,8,-,e8g8
5984,2539,2568,0-1,7,"4,5,6,7",b1c3,"b4e7,b7b6,d7d5,f6e4"
5990,2493,2584,1-0,4,4,c2c4,e8g8
5987,2520,2383,1-0,"8,9","4,5,6","g1e2,e1c1","d7d6,e8g8,a7a6"
5988,2467,2520,0-1,9,11,e1g1,b8a6
5991,2331,2541,0-1,"9,10","8,9,10,11,11","e1g1,e1g1","f5d3,e6f5,f8e7,e8g8,e8g8"
5992,2426,2502,1-0,14,"9,10,11",e1g1,"e5d4,f6d5,e8g8"
5996,2535,2516,1-0,"7,8","7,8","e1g1,d3f5","e8g8,f5d3"
5995,2482,2516,1-0,7,8,e1g1,a6a5
