Id,WhiteElo,BlackElo,Result,WhiteAttackIncrease,BlackAttackIncrease,WhiteCentralizationIncrease,BlackCentralizationIncrease
74145,1672,1653,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
74144,1502,1540,0-1,"1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0","1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0"
74152,1485,1583,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1","1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74141,1678,1715,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74151,1782,1776,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74148,887,925,1/2-1/2,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0"
74156,1701,1715,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
74159,1500,1373,0-1,"1,0","0,1","1,0","0,1"
74157,1044,1078,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0"
74149,1911,1806,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
74153,1996,1983,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74155,1791,1793,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74161,1806,1802,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
74154,1817,1708,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74162,1803,1799,1/2-1/2,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0"
74158,1611,1618,0-1,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74167,2079,2093,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74165,1863,2074,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0"
74168,1539,1500,1-0,"1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74163,1495,1459,1/2-1/2,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74147,1641,1551,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74170,1828,1865,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74166,1012,1028,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0"
74164,1156,1083,1/2-1/2,"1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
74175,1462,1473,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74173,1444,1475,0-1,"1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74160,1112,1188,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74174,1562,1447,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74169,1474,1507,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74177,1624,1567,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74176,2159,2162,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0","1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74179,1845,1854,1-0,"1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74172,1724,1652,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0"
74171,926,783,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74182,1589,1648,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
74184,1410,1386,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74178,2164,2066,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1","1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74183,1920,1928,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74181,1858,1853,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74186,1572,1602,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0","1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
74180,1365,1448,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0"
74191,1987,1998,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
74192,1513,1497,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0"
74185,1717,1717,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0"
74190,2126,2098,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0","1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74188,1099,852,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0"
74194,1596,1604,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1"
74196,1439,1452,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74189,1265,1159,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1"
74199,1794,1873,1-0,"1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74197,1016,1040,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1","1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74200,1611,1623,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74203,1842,1837,1-0,"1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0"
74198,1033,1145,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
74201,1960,1920,1-0,"1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0"
74202,1677,1650,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0","1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74195,993,1016,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74187,1223,1271,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74207,1494,1526,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
74193,875,869,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
74205,1719,1616,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74209,1468,1343,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74206,1454,1413,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74212,1511,1509,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
74208,1252,1256,0-1,"1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
74216,2079,2081,0-1,"1,0,1,0,0,0,1,0","0,1,0,1,0,0,0,0","1,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0"
74210,2081,2011,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0"
74211,1500,1779,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74204,878,836,1-0,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1","1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74219,2159,2147,1-0,"1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
74214,1188,1128,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0"
74215,2078,1989,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
74218,1849,1869,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74225,2048,2059,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74213,2028,2015,1-0,"1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74220,1891,1906,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
74223,1877,1870,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1"
74221,1362,1350,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74227,1689,1579,1-0,"1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
74224,1393,1354,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74217,1735,1659,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
