Id,WhiteElo,BlackElo,Result,ConsideredMovesWhite,BestPieceMovesCountWhite,ConsideredMovesBlack,BestPieceMovesCountBlack
64206,1465,1416,1-0,9,2,9,2
64203,1535,1512,0-1,8,2,10,2
64214,1788,1791,0-1,6,3,7,1
64207,1939,1907,1-0,10,1,10,2
64216,1506,1429,1-0,6,3,5,3
64209,1500,1582,0-1,9,0,10,3
64215,1223,1167,1-0,8,0,6,0
64210,880,976,0-1,7,0,8,0
64211,1015,1033,0-1,10,1,6,1
64217,1646,1553,1-0,10,2,9,1
64213,778,814,1-0,10,0,10,0
64218,1281,1357,1-0,10,1,9,2
64212,1502,1496,1-0,9,1,10,1
64220,1684,1688,1-0,7,2,10,3
64219,892,897,1-0,5,2,10,0
64228,1089,1091,0-1,6,0,5,2
64223,1228,1232,0-1,9,1,5,1
64222,1952,1928,1/2-1/2,10,2,9,2
64221,1090,1156,1-0,5,1,10,3
64225,867,984,0-1,4,2,10,1
64224,1652,1680,0-1,9,3,7,1
64231,1523,1540,1-0,10,4,7,3
64229,1272,1238,0-1,6,1,10,1
64226,1687,1982,0-1,10,3,8,3
64232,1321,1323,0-1,10,3,6,3
64230,1451,1579,0-1,7,1,10,3
64235,1421,1419,1-0,4,2,10,2
64234,852,701,0-1,10,0,7,1
64233,1232,1201,0-1,9,2,10,0
64236,1508,1795,1-0,9,0,7,0
64227,1351,1356,1-0,10,0,10,1
64237,1423,1425,0-1,10,2,5,1
64241,1624,1683,1-0,6,0,5,2
64238,1425,1418,1/2-1/2,9,2,9,1
64239,1747,1513,0-1,6,3,7,1
64243,2038,2098,0-1,10,2,7,1
64240,1111,1039,1-0,9,1,7,0
64246,2141,2038,1-0,7,1,10,1
64244,1858,1924,0-1,7,2,10,2
64245,1794,1891,1-0,10,1,8,3
64252,1173,1198,0-1,6,2,5,2
64251,1164,1172,1-0,5,2,6,2
64248,1490,1505,0-1,6,2,10,3
64247,1720,1593,1-0,10,3,10,3
64242,2126,2002,0-1,10,1,9,3
64250,1990,1983,1/2-1/2,10,3,8,2
64253,1736,1688,0-1,10,2,7,3
64256,1564,1573,1-0,5,2,9,3
64249,890,744,1-0,10,2,6,0
64258,1389,1357,1-0,6,1,6,0
64257,1307,1224,0-1,10,1,6,2
64255,1612,1608,1-0,10,2,6,4
64261,1613,1589,1-0,10,2,9,3
64262,1031,1107,0-1,5,1,7,1
64259,1458,1453,0-1,7,2,8,2
64254,1076,1184,1-0,10,2,10,3
64263,1585,1579,1/2-1/2,5,2,8,2
64260,1772,1733,0-1,6,2,8,2
64270,1725,1937,1-0,10,3,9,2
64265,1637,1639,0-1,10,1,4,3
64264,1743,1620,1-0,10,2,7,2
64268,2058,2030,1-0,6,4,7,3
64269,1483,1519,0-1,6,3,10,2
64267,2003,2048,0-1,6,0,9,1
64266,876,975,0-1,10,1,7,2
64277,1460,1430,1-0,7,2,6,3
64273,1124,1153,0-1,4,1,7,0
64271,898,964,1/2-1/2,8,3,10,1
64276,1924,1983,1-0,7,1,8,4
64272,1135,1242,1-0,4,1,9,1
64274,1225,1284,0-1,6,2,10,2
64275,1731,1711,1-0,5,4,10,2
64284,1028,913,1-0,4,2,4,3
64281,1732,1714,0-1,5,2,7,2
64283,1595,1627,0-1,10,3,3,2
64279,2071,2112,0-1,10,1,10,1
64278,915,868,0-1,10,0,7,2
64285,1966,1994,0-1,8,3,6,3
64289,1631,1657,1-0,7,2,5,2
64280,2084,2087,1-0,8,1,10,1
64287,1737,1745,1-0,9,3,10,2
64286,2177,2178,0-1,10,2,10,2
64291,1586,1559,0-1,9,2,7,2
64290,997,992,1-0,8,2,10,3
64288,2053,2029,0-1,10,2,10,3
64282,1312,1399,0-1,9,2,8,2
64295,2119,2218,0-1,6,1,10,3
64292,1754,1730,0-1,9,2,9,3
64294,1433,1436,1-0,6,0,6,1
64301,1601,1623,1-0,9,2,4,2
64296,1403,1447,1-0,10,3,6,3
64293,1501,1498,0-1,10,1,7,3
64297,1168,1180,1-0,5,2,10,2
64300,1467,1406,1-0,6,2,8,3
64298,1481,1551,0-1,8,3,10,2
64304,1956,1946,1-0,7,1,10,2
64303,1533,1551,0-1,8,2,10,1
64308,2189,2180,1-0,10,3,8,4
64306,1649,1621,1/2-1/2,10,3,9,2
64307,1775,1748,1-0,7,2,10,2
64305,985,1001,1-0,5,3,10,1
64299,907,892,1-0,10,1,9,2
64302,1489,1472,1-0,10,2,10,1
64312,1359,1389,1/2-1/2,8,3,10,2
64311,1788,1695,1-0,9,4,7,1
64309,1764,1729,0-1,9,3,8,3
64310,1925,1991,0-1,6,2,10,1
64314,1770,1680,0-1,9,2,5,3
64316,1892,1932,0-1,5,2,8,3
64315,1539,1555,0-1,7,2,9,4
64313,1768,1715,0-1,7,2,8,0
64323,1490,1553,1-0,10,3,5,3
64318,910,979,1-0,7,3,6,1
64322,1349,1354,0-1,5,1,6,1
64319,1928,1945,1-0,10,2,6,3
64325,1313,1417,1-0,5,2,6,0
64317,1854,1842,0-1,10,1,9,2
64327,1706,1776,1-0,7,1,9,3
64329,1975,1900,1-0,9,3,9,2
64324,1498,1443,1-0,9,0,9,2
64331,1521,1501,1-0,9,2,10,2
64334,1357,1357,0-1,5,2,5,2
64320,936,895,1/2-1/2,10,1,10,2
64336,1766,1732,1-0,10,2,9,3
64321,1353,1309,1-0,9,3,8,2
64332,1288,1224,1-0,10,3,5,3
64330,2177,2117,1-0,8,0,8,1
64326,1560,1565,0-1,9,2,8,3
64328,1676,1728,1-0,10,3,10,2
64335,1721,1845,1-0,9,3,9,2
64338,1628,1613,1-0,8,2,10,2
64344,1937,1967,0-1,10,2,9,2
64337,1290,1271,0-1,10,0,10,3
64343,1821,1850,1-0,9,2,8,0
64333,1668,1692,1-0,9,1,7,3
64340,1124,982,0-1,8,3,10,2
64342,1803,1724,1-0,5,1,10,1
64339,1674,1674,1-0,8,3,10,2
64341,1672,1641,0-1,9,2,10,2
64348,1484,1473,0-1,4,3,5,2
64347,1853,1850,0-1,8,1,4,3
64346,2072,2005,0-1,9,1,8,3
64350,2152,2164,1-0,7,2,7,1
64349,2275,2261,1-0,7,1,10,2
64355,1533,1637,0-1,8,3,5,4
64351,945,909,1-0,10,2,7,1
64353,1589,1470,1/2-1/2,5,1,10,2
64345,1775,1975,0-1,9,2,7,2
64352,1658,1786,0-1,6,1,7,2
64354,2011,2011,0-1,6,1,10,2
64356,1340,1238,0-1,4,2,7,2
64364,1801,1794,0-1,10,3,8,2
64358,1499,1510,0-1,10,3,7,1
64357,2063,2055,0-1,8,2,8,1
64363,2022,1922,0-1,10,3,4,2
64361,853,806,1-0,10,2,8,1
64365,864,810,1-0,10,2,9,3
64367,1180,1176,1/2-1/2,5,2,8,1
64370,1408,1418,1/2-1/2,10,2,5,2
64360,1280,1227,0-1,5,1,9,2
64359,1821,1833,1-0,10,1,10,0
64369,1462,1518,0-1,6,2,8,2
64368,1325,1327,0-1,10,3,4,2
64372,1916,1926,1-0,10,2,5,2
64362,1027,1070,0-1,8,2,10,0
64366,850,848,1-0,10,2,9,2
64374,2060,2099,0-1,10,2,7,3
64375,1097,1039,0-1,9,2,7,1
64376,1896,1905,1-0,6,2,9,3
64371,893,995,1-0,10,2,9,1
64377,1433,1478,0-1,10,2,8,1
64373,1588,1618,1-0,8,3,10,2
64378,2267,2274,0-1,7,1,10,0
64382,1733,1761,1-0,6,1,5,2
64386,2106,2072,0-1,6,1,7,2
64380,1614,1650,0-1,10,2,7,2
64379,1989,2025,1-0,10,1,8,2
64387,1426,1377,1-0,10,2,10,3
64385,1725,1806,0-1,10,2,6,2
64384,1317,1302,1-0,8,2,10,0
64383,1776,1731,1-0,10,0,5,0
64389,1278,1295,1-0,10,1,5,2
64393,1292,1297,0-1,6,2,3,1
64390,622,604,1-0,10,2,10,3
64388,1676,1654,0-1,10,2,9,1
64396,1599,1860,1-0,7,3,6,2
64394,1713,1715,1-0,9,1,10,2
64392,1688,1615,1-0,10,2,9,3
64391,1491,1469,1-0,10,1,9,2
64381,1060,998,0-1,10,1,10,0
64395,1019,1038,0-1,9,2,6,2
64401,1946,1798,0-1,10,3,8,2
64398,994,1015,1-0,5,3,10,3
64402,1278,1365,0-1,6,3,7,3
64397,1279,1327,1-0,8,2,10,1
64399,1374,1309,0-1,10,1,7,1
64400,1736,1726,0-1,6,2,10,1
64404,1495,1495,0-1,8,1,10,2
64403,1603,1601,0-1,6,1,10,3
64407,1396,1409,0-1,10,2,8,2
64408,1668,1878,0-1,7,3,10,3
64405,1884,1871,1/2-1/2,6,2,10,2
64406,1496,1405,1-0,6,0,10,2
64412,1878,1882,1-0,5,1,9,2
64414,1875,1938,1-0,10,3,8,4
64413,1867,1868,1/2-1/2,8,1,6,2
64410,1501,1628,0-1,10,1,5,3
64409,1813,1766,0-1,10,0,6,3
64411,967,950,0-1,9,1,7,1
64415,1197,1280,0-1,6,3,7,3
64420,1721,1724,0-1,10,3,5,4
64417,1863,1625,1-0,8,2,6,3
64416,1444,1524,0-1,10,2,5,2
64418,1432,1411,0-1,6,1,10,2
64421,1421,1458,1-0,4,2,6,3
64423,843,858,0-1,5,2,5,0
64422,1955,1929,1-0,10,1,9,3
64429,1870,1886,1/2-1/2,3,1,3,1
64425,1983,1995,1-0,8,2,10,3
64419,1991,1991,1-0,10,2,5,1
64426,1264,1306,0-1,10,0,7,1
64424,1178,1057,0-1,7,1,8,2
64427,1708,1648,1-0,10,2,8,3
64431,1896,1880,0-1,9,1,7,2
64430,1909,1903,0-1,5,0,8,3
64433,1241,1276,1-0,7,2,7,4
64436,1228,1293,1-0,10,2,6,2
64428,1039,1186,1/2-1/2,5,3,9,1
64432,999,871,1-0,8,2,6,2
64439,2037,2013,0-1,6,4,7,2
64441,1801,2042,0-1,5,1,7,2
64437,1469,1588,0-1,10,3,9,3
64442,1950,1874,1-0,8,1,6,1
64435,1975,2028,1-0,9,2,8,3
64443,1807,1764,0-1,8,1,10,2
64445,1114,1111,1-0,6,1,7,2
64440,1520,1468,0-1,9,1,9,2
64447,968,1062,1-0,6,3,10,2
64444,1093,1086,1/2-1/2,9,1,10,1
64438,1117,1174,1-0,10,2,10,1
64450,2123,2159,1-0,6,1,8,2
64434,983,1130,0-1,9,1,10,1
64453,1653,1651,0-1,4,3,6,2
64449,1959,2078,1-0,10,3,10,3
64456,1171,1161,1-0,4,2,5,3
64446,1870,1817,1-0,5,1,8,2
64452,1635,1637,1-0,7,2,6,0
64448,2136,2108,1-0,8,2,10,0
64457,1049,1046,0-1,4,1,6,3
64454,1543,1520,1-0,10,0,4,2
64451,1538,1709,0-1,10,1,7,1
64462,1712,1692,0-1,9,3,10,3
64458,1711,1737,1-0,10,1,10,3
64461,1485,1501,0-1,9,2,10,2
64460,1155,1212,1-0,10,3,6,1
64459,2048,2084,0-1,6,1,10,2
64463,1957,1886,1-0,10,2,10,1
64455,1980,1872,1-0,10,3,9,2
64465,1526,1498,1/2-1/2,9,3,8,3
64467,2043,1976,0-1,7,1,9,3
64468,1441,1409,0-1,7,1,3,1
64471,1758,1772,1-0,10,2,5,1
64464,1688,1606,1-0,5,3,10,2
64466,1716,1727,0-1,8,1,7,3
64470,2116,2033,0-1,10,2,7,4
64472,1341,1285,0-1,6,0,8,2
64476,1492,1497,1-0,6,2,5,3
64475,1032,1020,0-1,6,1,5,2
64480,1473,1460,0-1,2,1,2,1
64469,1900,1642,1-0,6,1,10,0
64474,2233,2087,0-1,10,3,10,2
64482,1666,1648,0-1,5,2,5,2
64477,1093,1023,0-1,6,2,4,2
64473,2089,2128,0-1,9,2,7,2
64479,2276,2243,0-1,7,2,10,1
64481,1533,1538,0-1,9,2,10,2
64484,2146,2192,0-1,10,2,10,2
64487,1298,1298,0-1,8,1,10,2
64478,1655,1665,0-1,10,1,10,1
64486,2049,1894,0-1,10,2,9,3
64485,1694,1566,1-0,7,3,8,2
64483,1493,1538,0-1,9,0,10,2
64488,1999,2049,0-1,6,1,8,1
64489,1500,1440,0-1,8,3,6,2
64496,2072,2149,0-1,7,3,5,2
64491,1312,1168,1-0,7,3,9,4
64493,1430,1445,0-1,8,0,5,1
64495,1659,1655,0-1,8,1,8,2
64498,1711,1752,1-0,7,3,6,2
64494,1324,1309,1-0,5,3,10,1
64490,1361,1280,1-0,10,0,8,1
64500,1906,1924,1-0,8,2,7,1
64492,1583,1561,0-1,9,2,8,3
64497,2036,1986,0-1,6,1,10,1
64499,1845,1917,0-1,8,3,8,2
64508,1004,890,1-0,4,1,3,1
64503,1430,1356,0-1,7,2,8,3
64502,1849,1803,1-0,9,2,10,1
64501,1924,1874,1-0,5,2,10,2
64504,1258,1364,0-1,5,0,10,2
64510,1409,1447,0-1,7,1,9,2
64507,1836,1962,1/2-1/2,10,2,9,2
64511,1062,1043,0-1,10,2,5,1
64506,1947,1869,1-0,9,1,8,0
64512,1587,1556,1-0,10,1,9,2
64509,1933,2025,0-1,10,2,8,2
64505,1043,940,1-0,10,1,9,2
64516,1968,1954,1-0,9,2,6,2
64514,1640,1588,1-0,10,2,9,4
64520,1546,1511,0-1,8,1,7,2
64513,1095,1036,0-1,6,1,10,0
64518,1373,1376,0-1,9,2,8,2
64515,1207,1201,1-0,9,2,7,1
64519,1105,1162,1-0,9,2,4,2
64517,1801,1840,0-1,10,2,8,4
64527,1691,1726,1-0,7,2,6,1
64523,1781,1779,0-1,5,3,10,1
64521,2129,2132,0-1,10,1,10,1
64522,1743,1733,0-1,10,3,8,1
64525,1624,1616,1-0,8,0,6,3
64526,1734,1706,1/2-1/2,10,1,7,2
64529,1491,1466,0-1,6,2,5,2
64528,1915,1793,1/2-1/2,9,1,10,2
64532,1002,1046,0-1,4,1,5,3
64531,2131,2179,0-1,7,1,5,2
64524,760,723,1-0,8,2,10,2
64535,1560,1586,1-0,9,3,9,2
64530,1636,1656,0-1,10,1,10,2
64536,1259,1275,1-0,7,3,7,3
64539,1718,1658,1-0,3,1,5,3
64534,1533,1538,0-1,9,3,10,2
64533,1212,1348,1-0,6,3,10,2
64540,1656,1717,0-1,9,3,7,4
64543,1185,1193,1-0,7,3,6,0
64538,1791,1510,1-0,10,2,6,1
64542,1437,1489,1-0,8,1,10,3
64546,2033,2150,0-1,8,3,5,2
64541,1758,1764,1-0,10,2,10,2
64550,1741,1736,1-0,7,2,6,1
64537,1907,1940,0-1,10,1,10,2
64552,1239,1232,0-1,6,4,5,1
64549,1648,1632,1-0,8,0,10,0
64545,1226,1274,1-0,9,2,6,2
64556,1705,1587,1-0,1,0,0,0
64547,1729,1902,0-1,7,1,10,4
64551,1365,1346,1-0,5,2,10,0
64544,1800,1839,1-0,10,1,8,1
64554,1484,1479,1-0,10,3,10,2
64555,1532,1531,0-1,7,4,6,3
64558,1248,1269,1-0,8,1,7,1
64548,1123,1048,0-1,10,1,9,1
64561,2120,2015,1-0,6,3,8,1
64553,1988,2023,1-0,9,2,10,3
64560,1913,1935,0-1,6,1,5,3
64559,1265,1258,1-0,10,3,9,3
64557,970,1021,0-1,10,2,9,1
64562,1754,1732,0-1,7,2,6,2
64563,1153,1156,0-1,8,2,3,2
64565,850,892,0-1,6,2,9,3
64564,1453,1459,0-1,8,2,9,3
64569,1371,1277,0-1,9,2,8,3
64566,1537,1538,0-1,9,0,7,2
64568,1893,1757,1-0,7,2,6,1
64573,1554,1573,0-1,4,2,9,2
64574,1793,1847,1-0,10,3,10,3
64572,1845,1839,1-0,9,1,10,3
64567,1280,1202,1-0,10,1,9,3
64571,984,956,0-1,10,2,5,1
64576,1700,1670,1-0,6,1,6,2
64570,1836,1803,0-1,9,3,10,1
64577,1868,1834,1-0,7,3,9,1
64580,1293,1392,0-1,6,3,8,2
64583,1270,1303,0-1,6,2,7,4
64581,1812,1758,0-1,6,3,8,2
64582,1332,1366,0-1,10,2,7,2
64575,1432,1447,1-0,8,2,8,1
64585,1607,1714,1-0,4,2,9,0
64587,1790,1777,0-1,4,1,9,1
64578,2087,2090,0-1,8,2,10,3
64579,1721,1597,0-1,10,4,8,3
64589,1300,1228,0-1,9,1,7,1
64584,1329,1420,0-1,10,0,10,1
64591,1402,1362,1-0,6,4,10,2
64586,1685,1696,0-1,10,2,10,3
64588,1400,1413,0-1,7,1,10,1
64593,833,968,1-0,6,0,7,1
64598,1188,1218,0-1,5,3,5,3
64592,2120,2088,1/2-1/2,10,2,8,2
64596,1260,1270,1-0,4,2,10,1
64590,1811,1772,0-1,7,2,10,2
64595,1862,1840,1-0,10,4,7,3
64594,1703,1780,0-1,9,2,5,1
64599,1830,1797,1-0,9,3,5,3
64597,1496,1478,1-0,10,2,7,1
64601,1513,1490,0-1,10,0,7,1
64604,1693,1697,0-1,7,2,9,4
64602,1392,1357,0-1,9,1,9,1
64606,1213,1246,0-1,9,1,9,2
64603,1598,1597,1-0,9,2,7,1
64610,1419,1350,1-0,8,2,5,0
64611,872,758,1-0,3,1,7,1
64608,1803,1617,0-1,7,2,7,3
64605,1483,1460,0-1,6,1,10,1
64612,1705,1684,1-0,7,3,6,3
64600,1513,1530,1/2-1/2,9,1,10,1
64609,1385,1451,1-0,10,0,9,2
64607,1893,1907,0-1,10,1,7,2
64617,1674,1741,0-1,10,2,4,1
64614,2006,1856,1-0,9,1,6,2
64613,1928,1954,0-1,7,2,10,1
64619,1531,1528,1-0,9,3,7,3
64615,2075,2053,0-1,7,0,8,2
64616,1347,1311,1-0,6,1,10,2
64622,1763,1745,1-0,6,2,8,3
64618,1391,1496,0-1,10,2,9,3
64621,2074,1968,0-1,6,1,7,3
64623,1558,1567,1-0,9,2,9,2
64624,1936,1932,0-1,10,2,8,1
64627,1299,1233,0-1,6,2,6,3
64628,1970,1983,0-1,7,3,8,2
64626,1042,1003,0-1,6,2,4,1
64625,1442,1456,1-0,7,3,10,2
64633,1172,1203,0-1,6,2,5,2
64629,1138,1176,1/2-1/2,10,1,6,2
64620,1987,1993,1-0,10,1,10,2
64631,1458,1482,1-0,8,3,6,1
64630,2221,2156,0-1,10,3,8,3
64634,1155,1254,1-0,10,1,10,1
64639,1253,1272,1-0,6,2,5,2
64635,1084,1209,1/2-1/2,8,1,10,2
64632,1062,1007,1-0,9,3,6,2
64637,1879,1882,1-0,10,2,4,1
64640,1433,1429,0-1,8,3,8,1
64638,1454,1514,0-1,8,1,10,1
64641,1214,1250,0-1,9,1,8,4
64644,1853,1877,1/2-1/2,9,1,10,3
64643,1223,1284,0-1,8,2,9,2
64636,1857,1839,0-1,9,2,10,1
64650,1304,1261,0-1,8,1,5,1
64645,1926,1888,1-0,9,2,10,3
64642,1590,1575,0-1,9,0,10,2
64648,1720,1720,0-1,10,0,7,0
64654,1819,1820,0-1,7,4,9,1
64646,1367,1262,1-0,10,2,5,3
64647,1097,1221,1-0,8,0,7,2
64652,1428,1408,1-0,7,2,10,1
64649,1604,1574,0-1,8,1,7,1
64660,1273,1438,0-1,7,2,6,4
64653,1506,1474,1/2-1/2,7,2,9,1
64656,1892,1879,1-0,10,0,7,1
64657,2122,2096,1-0,10,1,10,4
64662,1710,1728,1-0,4,2,4,2
64655,1500,1689,0-1,9,3,7,1
64658,2114,2122,0-1,10,0,7,0
64651,1705,1708,0-1,10,3,9,2
64659,1585,1575,1-0,7,2,10,3
64665,1930,1938,0-1,9,2,3,2
64663,991,943,0-1,4,2,10,3
64661,1625,1576,0-1,10,3,10,2
64664,1747,1706,1-0,8,3,9,3
64668,1266,1373,1-0,7,2,10,2
64666,1973,1993,1-0,9,3,9,1
64669,1144,1193,0-1,10,2,10,2
64672,1729,1649,1-0,4,1,10,1
64671,2024,1984,1-0,10,2,10,1
64667,1433,1436,1-0,10,2,10,3
64670,1160,1045,1-0,6,1,10,0
64676,2173,1890,1-0,5,0,6,3
64673,1727,1719,1-0,8,0,10,1
64674,1666,1633,1-0,10,3,8,3
64679,1478,1466,1-0,6,2,7,2
64684,1547,1560,1-0,5,2,7,2
64675,2076,2102,1-0,7,1,9,3
64678,2267,2237,1-0,10,1,8,2
64677,919,975,1-0,6,1,10,2
64688,984,947,1-0,4,1,3,1
64680,1751,1733,0-1,8,2,7,2
64683,1137,1088,1-0,9,2,4,1
64681,1503,1492,1-0,10,1,6,2
64689,959,954,1-0,5,2,4,2
64685,1498,1575,1/2-1/2,10,0,8,2
64692,1394,1440,0-1,5,1,8,3
64691,1528,1507,1-0,10,2,5,2
64686,882,709,1-0,10,2,10,2
64687,1389,1375,1-0,10,1,8,3
64690,1947,2017,0-1,7,2,10,1
64682,1901,1833,1-0,10,3,8,1
64693,2012,1928,1-0,10,1,5,1
64700,1294,1294,1-0,3,2,5,3
64698,1956,1965,1-0,6,2,7,1
64694,1585,1647,0-1,6,2,9,2
64702,1212,1275,1/2-1/2,10,2,7,1
64697,1281,1263,0-1,10,2,10,1
64699,1204,1193,0-1,7,2,10,1
64695,1652,1640,1-0,7,1,10,1
64704,917,1042,1-0,6,2,8,4
64701,2099,2146,1/2-1/2,6,1,9,2
64708,1445,1412,0-1,10,3,5,4
64707,1481,1486,1-0,7,0,7,1
64703,639,474,1-0,10,1,10,4
64713,1347,1357,1-0,4,2,5,3
64705,1434,1436,0-1,6,1,6,1
64711,1483,1482,1-0,6,2,5,4
64696,955,890,1-0,8,1,10,1
64710,2039,1965,1-0,6,2,10,2
64706,1574,1616,1-0,10,2,9,2
64709,1176,1201,1-0,10,2,9,2
64716,1488,1485,1-0,5,2,6,3
64715,1554,1528,1-0,10,1,6,1
64712,1717,1534,0-1,9,1,8,0
64717,1209,1192,1-0,8,2,8,4
64718,1577,1593,0-1,8,2,9,2
64719,2120,2071,1-0,6,2,6,2
64714,1733,1766,0-1,7,2,9,1
64720,1810,1862,0-1,6,1,5,2
64722,2231,2163,1-0,8,0,7,1
64727,1838,1842,0-1,6,4,10,2
64723,1643,1501,1-0,7,1,7,2
64721,1431,1559,1-0,9,1,10,1
64725,1877,1921,1-0,5,2,10,3
64728,1925,1940,1-0,8,2,10,2
64726,1777,1782,1-0,9,1,9,1
64729,2050,2081,1-0,10,2,7,3
64733,1895,1848,1-0,7,3,6,2
64730,1624,1651,1-0,8,3,4,2
64738,1485,1441,0-1,6,2,6,4
64732,1515,1524,1-0,10,1,8,0
64731,1630,1684,1-0,8,1,7,2
64724,1404,1451,1/2-1/2,10,0,6,1
64734,2223,2199,1-0,9,3,7,2
64736,1829,1933,0-1,4,1,10,1
64735,1103,1071,1-0,10,2,9,2
64739,1299,1292,1-0,9,2,8,2
64745,1694,1694,1-0,7,2,6,0
64742,1933,1953,0-1,6,4,10,3
64741,1274,998,1/2-1/2,10,2,8,1
64737,2195,2260,1-0,6,3,10,2
64749,1155,1256,1-0,1,0,1,0
64743,1636,1626,1-0,9,1,8,0
64740,1724,1577,1-0,7,3,8,2
64744,1615,1629,0-1,10,2,10,1
64747,2118,1971,0-1,8,2,8,2
64750,1222,1143,1-0,8,2,10,2
64751,1369,1410,1-0,5,2,10,0
64748,1351,1368,0-1,10,2,9,3
64753,1410,1373,0-1,10,2,7,2
64746,1025,994,0-1,10,1,9,1
64755,1719,1763,1-0,5,2,7,1
64754,883,877,0-1,5,1,10,2
64752,1564,1598,0-1,8,2,10,1
64756,1072,1080,0-1,10,1,7,2
64759,1520,1610,0-1,10,3,10,2
64763,1679,1658,1-0,8,2,6,2
64757,1943,1937,1-0,10,2,10,2
64758,1903,1904,0-1,8,2,9,1
64761,2020,1816,1-0,10,2,4,1
64768,1704,1752,1-0,7,4,6,2
64760,1717,1771,1-0,10,2,9,1
64764,1787,1914,0-1,5,1,10,3
64765,1600,1579,0-1,9,2,6,3
64766,1945,2008,0-1,7,3,10,1
64769,1619,1680,1-0,10,2,10,2
64767,1674,1712,0-1,8,2,6,2
64762,791,838,1-0,8,3,10,3
64770,1368,1390,1-0,9,3,10,2
64774,1488,1423,1-0,6,2,5,2
64773,1410,1412,1-0,9,1,6,1
64772,1411,1384,1-0,7,2,9,1
64776,1864,1958,0-1,5,2,5,1
64771,1945,1971,1-0,9,3,8,1
64775,1403,1344,1-0,6,2,9,3
64779,1648,1635,0-1,6,1,10,2
64778,1316,1316,0-1,7,0,10,2
64777,1914,1930,1-0,9,2,8,1
64782,1665,1639,1-0,6,1,9,2
64781,1908,1901,0-1,7,4,8,2
64780,1874,1873,1-0,10,2,10,0
64783,1550,1596,1-0,10,2,9,2
64784,1196,1191,1-0,10,2,7,3
64785,1646,1670,1-0,7,1,8,2
64788,920,874,1/2-1/2,10,0,6,0
64787,1523,1549,1-0,10,2,8,2
64794,1804,1804,1-0,5,3,8,2
64789,640,746,0-1,7,2,8,2
64786,1355,1383,0-1,10,2,10,3
64790,1669,1617,1-0,8,2,5,0
64791,2212,2133,1/2-1/2,10,3,7,3
64793,1580,1567,1-0,10,2,9,3
64792,1199,1174,1-0,10,3,7,1
64795,1474,1470,0-1,10,1,5,0
64801,2012,2173,0-1,4,2,6,0
64796,1917,1950,1-0,10,3,10,2
64797,2104,2127,0-1,8,0,10,1
64802,1689,1611,0-1,10,3,10,2
64799,1866,1863,1-0,6,2,9,2
64806,1675,1648,1-0,6,3,8,0
64800,1559,1573,0-1,9,1,10,0
64803,945,940,1-0,10,2,10,3
64808,1590,1564,0-1,7,1,6,2
64805,1252,1348,0-1,5,3,10,3
64809,1486,1440,0-1,9,2,6,2
64798,905,960,1-0,8,1,10,2
64813,1923,1828,1-0,10,2,9,2
64804,1661,1675,1-0,8,1,10,2
64810,1827,1812,1-0,10,2,7,1
64807,1840,1836,1-0,10,1,7,1
64816,1506,1617,1-0,7,2,10,2
64814,1945,1931,1-0,10,1,7,2
64820,1586,1579,1-0,6,1,4,2
64815,1757,1775,1-0,10,2,10,2
64817,2088,2091,1-0,9,3,7,2
64811,1403,1451,1/2-1/2,10,1,10,2
64819,2026,2173,0-1,10,2,5,3
64812,919,795,1-0,10,2,10,2
64825,1571,1498,1-0,6,1,5,1
64818,884,1044,0-1,9,4,10,2
64827,2016,2014,0-1,5,1,7,2
64829,1769,1770,1/2-1/2,10,3,6,4
64821,1590,1569,0-1,10,2,9,3
64822,1777,1770,0-1,10,1,6,3
64823,1608,1571,0-1,10,2,9,3
64826,1917,1898,1/2-1/2,7,3,7,2
64831,940,921,1-0,5,2,4,3
64830,1519,1544,0-1,9,1,6,4
64824,1661,1620,1-0,10,2,10,2
64835,1508,1693,1-0,7,1,10,1
64832,2280,2259,1-0,10,3,5,3
64834,1484,1483,1-0,10,0,8,1
64840,1595,1429,1-0,5,2,4,2
64828,1659,1670,0-1,10,2,8,3
64836,1859,1984,1-0,7,1,8,2
64838,1668,1698,0-1,10,2,6,3
64837,2140,2143,1/2-1/2,10,3,10,2
64833,1699,1717,1-0,9,2,9,0
64839,1100,1116,1-0,6,2,9,2
64847,1374,1392,0-1,5,1,5,0
64841,1567,1611,0-1,7,0,6,3
64845,1044,999,1-0,5,2,10,1
64851,1874,1794,1-0,1,0,0,0
64843,1947,1942,1-0,10,3,8,2
64850,1255,1223,1-0,10,2,5,3
64844,1362,1342,0-1,5,1,10,1
64842,1331,1290,0-1,7,2,10,1
64849,849,905,0-1,5,2,4,1
64848,1527,1517,0-1,7,3,7,0
64846,1141,1170,1-0,7,1,10,1
64856,1306,1355,1-0,4,2,7,1
64859,1951,1960,1-0,5,2,5,1
64857,1512,1510,1-0,10,3,8,2
64854,1696,1627,1-0,7,1,4,1
64858,1543,1694,0-1,10,2,9,0
64852,1077,994,1-0,6,2,9,2
64861,1454,1448,1-0,8,1,5,2
64855,1840,2132,0-1,9,2,10,2
64863,1926,1965,0-1,10,2,9,2
64853,741,753,1-0,9,2,8,2
64865,1258,1226,1-0,7,3,10,2
64860,2117,2142,1-0,9,2,9,3
64864,1980,2023,1-0,10,2,10,3
64862,1917,1985,1-0,10,2,5,1
64866,1008,977,1-0,9,1,10,1
