Id,WhiteElo,BlackElo,Result,ConsideredMovesWhite,BestPieceMovesCountWhite,ConsideredMovesBlack,BestPieceMovesCountBlack
19007,1197,1203,0-1,6,1,8,2
19002,1510,1491,1-0,7,2,10,2
19008,1764,1752,1-0,7,1,3,2
19014,1227,1348,0-1,6,3,7,2
19011,2247,2243,1-0,6,1,8,2
19005,1786,1760,1-0,10,3,8,1
19018,1277,1320,0-1,9,1,5,1
19015,1533,1404,1-0,10,2,8,3
19012,1126,1138,1-0,9,2,8,3
19019,1646,1657,1-0,8,1,9,1
19013,1735,1713,0-1,7,1,10,3
19017,1494,1544,1-0,10,2,8,2
19016,2050,2038,0-1,10,1,8,2
19025,821,911,1-0,6,1,4,3
19009,2025,2071,1-0,9,1,10,1
19020,1736,1758,1-0,8,2,7,1
19022,1327,1257,0-1,7,1,7,3
19023,1528,1560,1-0,7,2,3,2
19027,1678,1802,1-0,8,2,9,3
19031,1763,1817,1/2-1/2,8,2,4,1
19024,1271,1273,1-0,10,1,6,1
19034,792,939,1/2-1/2,1,0,1,0
19035,1223,1222,1-0,4,2,6,3
19029,1220,1213,1-0,8,2,5,3
19021,1188,1210,0-1,6,1,10,2
19028,1349,1231,1-0,7,0,7,0
19033,1986,1987,1-0,9,3,10,1
19038,1655,1691,1-0,5,2,7,3
19026,1115,1227,1-0,9,2,9,2
19040,1885,1905,1-0,7,0,6,2
19036,731,735,0-1,9,1,9,3
19030,1898,2048,0-1,7,2,10,1
19043,1040,1106,0-1,6,3,5,2
19032,1656,1599,1-0,10,3,8,3
19042,1863,1752,0-1,8,1,5,2
19045,2213,2102,1-0,10,2,9,4
19039,1592,1583,0-1,5,0,10,0
19047,1789,1789,1-0,6,2,6,2
19037,1688,1616,1-0,9,1,7,2
19041,1330,1348,1-0,10,0,9,3
19049,1706,1648,0-1,6,2,6,3
19048,1923,1900,0-1,9,3,6,2
19046,1300,1295,1-0,7,1,6,0
19052,1725,1743,1-0,10,3,8,3
19044,1740,1730,1-0,5,0,9,1
19057,2112,2008,1-0,6,1,7,1
19050,711,668,0-1,4,1,10,2
19058,1824,1564,0-1,8,1,10,1
19059,570,602,0-1,5,0,5,1
19051,1341,1325,1-0,9,1,10,2
19055,1755,1826,0-1,10,1,10,2
19060,1458,1479,0-1,6,3,9,2
19061,2145,2002,1-0,10,3,7,3
19064,1119,1208,1-0,6,2,5,2
19062,1865,1903,0-1,8,3,9,1
19054,1084,1110,0-1,8,2,10,2
19065,992,1070,0-1,8,2,7,2
19067,1812,1845,0-1,6,2,6,1
19063,2264,2244,0-1,9,3,10,2
19053,767,768,1-0,9,2,9,2
19056,1317,1336,0-1,10,1,10,3
19070,1276,1302,0-1,8,2,5,1
19072,1844,1899,1-0,5,2,8,1
19069,1130,1026,1-0,7,2,4,2
19068,1744,1830,1/2-1/2,6,2,8,1
19071,2183,2270,1-0,9,3,9,3
19077,1656,1696,1-0,10,0,4,2
19074,1741,1735,0-1,7,0,7,1
19075,1781,1661,1-0,7,3,8,4
19066,899,867,1-0,7,2,9,3
19076,1911,1895,1-0,9,1,6,2
19078,792,1074,1-0,8,1,6,3
19082,1761,1731,0-1,10,3,9,2
19081,1502,1500,0-1,8,1,4,1
19083,1854,1835,0-1,3,1,7,1
19088,1507,1541,0-1,5,2,6,2
19086,2054,2117,1-0,7,1,7,1
19079,1522,1498,0-1,10,1,10,2
19073,2140,2190,1/2-1/2,9,2,9,2
19089,1547,1570,1-0,7,2,7,2
19084,1587,1622,1-0,8,1,10,1
19080,768,738,1-0,10,2,10,3
19087,1320,1337,1-0,9,3,7,1
19091,2028,1988,0-1,6,2,7,3
19085,1193,1223,1-0,10,1,8,3
19090,1583,1636,1/2-1/2,7,1,7,0
19099,1442,1392,1-0,7,2,8,2
19093,1727,1715,1-0,7,2,7,1
19096,1680,1689,1-0,7,1,10,2
19098,1060,961,1-0,9,3,6,2
19095,1911,1921,0-1,10,1,10,1
19094,1750,1769,1-0,9,0,7,0
19100,1683,1699,0-1,10,2,8,2
19106,1500,1704,1-0,7,3,6,4
19102,1648,1650,1-0,4,1,9,0
19092,1444,1555,0-1,10,1,10,0
19101,2096,1928,1-0,6,1,6,2
19103,1853,1825,1-0,4,1,10,1
19097,1754,1808,0-1,10,3,10,2
19112,1350,1326,1/2-1/2,4,2,4,3
19107,2169,2064,1-0,7,1,10,1
19109,1207,1274,1-0,6,1,9,2
19108,1504,1487,0-1,6,2,10,1
19104,1751,1836,0-1,7,3,8,2
19113,1472,1445,0-1,4,0,10,1
19105,1793,1805,0-1,8,2,9,2
19110,1846,1903,1-0,10,1,6,3
19116,1386,1392,0-1,7,2,7,2
19115,1929,1969,1/2-1/2,10,0,8,2
19114,1212,1225,1-0,8,1,4,2
19118,1423,1448,0-1,6,3,9,1
19117,2237,2208,0-1,10,1,10,1
19120,1047,1118,0-1,8,2,10,1
19111,1239,1276,0-1,10,2,10,2
19121,1666,1677,0-1,10,2,6,2
19128,1581,1561,1-0,6,3,4,3
19122,1303,1330,0-1,9,3,9,3
19125,1873,1852,0-1,7,3,5,2
19123,1426,1422,0-1,10,2,5,2
19126,1600,1614,0-1,4,2,5,1
19130,2078,2033,0-1,8,1,6,2
19119,1058,1065,1-0,8,1,10,2
19124,1377,1331,1/2-1/2,7,0,10,0
19129,1642,1669,1/2-1/2,10,3,7,2
19131,1720,1745,0-1,9,2,8,0
19135,1533,1530,1-0,8,0,5,2
19137,1716,1726,1-0,5,1,6,3
19138,1704,1688,0-1,9,3,5,4
19139,1542,1506,0-1,5,1,5,3
19140,2054,1979,1-0,6,3,9,2
19133,1819,1820,0-1,10,1,8,3
19127,1725,1721,1-0,7,2,10,2
19136,1567,1572,0-1,8,1,7,1
19134,1550,1695,1-0,9,1,7,2
19132,797,830,0-1,10,1,10,0
19145,2070,1966,1-0,6,2,6,3
19149,1825,1818,0-1,8,3,8,2
19141,1505,1492,1-0,10,2,8,1
19148,1362,1371,1-0,8,2,7,3
19144,1780,1782,0-1,7,2,10,2
19151,1881,1872,1-0,7,0,8,0
19142,1306,1335,0-1,10,1,10,2
19147,1795,1788,1-0,10,1,9,2
19146,2121,2071,0-1,8,1,10,2
19150,1459,1457,1-0,9,1,6,2
19156,1385,1369,0-1,7,2,7,1
19153,795,750,1-0,6,1,8,2
19143,681,864,0-1,10,2,8,1
19157,1884,1806,1-0,10,0,8,3
19155,2256,2248,0-1,10,3,9,2
19158,1623,1581,1-0,7,2,8,3
19152,1552,1500,1-0,10,1,10,3
19161,1779,1780,1-0,10,3,4,3
19154,878,944,1-0,6,2,10,2
19162,1854,1756,0-1,10,1,4,1
19164,1361,1385,0-1,5,4,7,2
19159,1586,1657,1-0,6,3,10,3
19165,1218,1198,0-1,10,1,8,2
19160,1888,1746,1-0,8,2,10,3
19167,1208,1138,1-0,3,1,6,1
19168,1459,1438,0-1,10,3,6,3
19163,1601,1515,0-1,8,2,10,1
19166,1663,1671,1-0,6,1,6,1
19173,2011,1783,0-1,8,2,5,3
19171,1077,1076,0-1,7,2,7,1
19172,2129,2023,1-0,10,2,3,2
19170,2152,2230,1-0,10,2,10,2
19175,1541,1518,1-0,7,3,9,2
19177,1284,1291,0-1,5,2,5,2
19169,916,759,0-1,9,0,10,2
19174,1788,1835,0-1,10,3,8,2
19184,1456,1511,1-0,7,2,4,3
19180,1421,1458,1-0,9,2,8,3
19178,1122,940,1-0,9,1,7,1
19176,1074,1057,0-1,10,2,5,1
19182,1958,2125,0-1,10,2,6,3
19185,1327,1301,0-1,7,2,6,2
19179,1999,1814,1-0,9,2,6,1
19188,1996,1983,0-1,5,1,5,2
19181,1699,1688,1-0,6,1,9,1
19189,1372,1419,0-1,7,4,10,3
19194,1758,1745,0-1,1,0,1,0
19187,2110,2166,1-0,9,2,10,2
19190,1243,1221,1-0,9,2,6,0
19191,1650,1607,1-0,6,1,9,2
19186,1191,1251,1/2-1/2,8,2,10,1
19183,1136,1115,0-1,10,2,8,3
19200,1732,1716,1-0,9,2,7,3
19193,1457,1425,1-0,8,1,10,2
19192,1286,1070,1-0,6,0,10,1
19195,1841,1807,1-0,6,1,9,1
19198,1611,1615,1-0,10,1,8,2
19197,1767,1749,0-1,7,3,9,2
19201,1873,1855,0-1,8,3,10,1
19196,1254,1315,1-0,6,2,9,2
19202,1588,1588,0-1,6,1,9,3
19208,1601,1570,0-1,5,3,7,1
19199,1500,1655,0-1,6,1,10,0
19205,1296,1287,1-0,6,1,7,0
19207,1973,1960,1-0,8,0,9,3
19209,2014,1990,0-1,10,2,10,3
19204,1727,1771,0-1,6,1,10,1
19210,1485,1425,1/2-1/2,4,3,6,3
19206,1279,1267,0-1,10,2,8,3
19211,2023,1884,1-0,7,1,4,1
19212,1281,982,1-0,6,2,10,1
19203,851,853,1-0,6,3,10,1
19214,1913,1979,1-0,10,3,4,2
19213,2071,2123,0-1,10,2,9,2
19215,1507,1425,0-1,8,1,8,2
19217,1110,982,1-0,6,3,9,2
19220,1323,1316,1-0,6,2,10,1
19216,2027,2023,1-0,10,2,9,1
19222,2159,2001,1-0,8,1,8,1
19223,1450,1408,1-0,10,1,5,1
19218,1884,1910,1-0,9,2,10,1
19224,1185,1118,0-1,5,1,7,0
19221,1262,1256,0-1,10,1,10,1
19225,2036,2202,1-0,10,1,10,2
19228,1099,1106,1-0,6,2,8,2
19227,1450,1401,0-1,9,2,9,2
19219,1558,1528,0-1,4,3,10,1
19230,1433,1441,1-0,5,1,3,1
19231,1722,1733,1-0,7,3,9,2
19229,1312,1294,0-1,9,2,9,2
19226,1142,1140,1-0,10,1,10,2
19232,1525,1536,0-1,7,1,7,3
19236,1036,1005,1-0,10,1,6,0
19234,1233,1224,1-0,5,3,10,2
19240,1316,1351,0-1,6,3,4,2
19235,1436,1453,1-0,10,1,8,1
19239,1587,1600,1-0,7,1,10,1
19238,1481,1500,0-1,10,1,10,1
19233,1728,1723,1-0,8,3,10,2
19241,1645,1615,0-1,10,3,8,1
19245,1681,1681,0-1,8,1,5,2
19242,1880,1943,0-1,10,2,4,2
19237,1230,1220,0-1,10,1,10,2
19247,1388,1384,0-1,9,2,5,3
19243,1264,1364,0-1,5,2,8,3
19244,1502,1522,1-0,10,2,9,2
19250,1952,1763,1-0,10,0,4,2
19253,1338,1351,0-1,9,2,9,3
19248,1693,1728,1-0,10,2,10,0
19246,1176,1172,1-0,9,3,10,3
19251,1883,1880,0-1,7,3,10,2
19252,2048,2003,1-0,10,1,9,4
19249,1657,1702,0-1,9,3,7,2
19257,1543,1538,1-0,8,1,3,1
19254,2085,2134,1-0,10,0,10,2
19256,849,936,0-1,8,2,7,2
19263,1236,1189,0-1,6,3,5,2
19255,1667,1475,0-1,9,3,5,2
19259,1755,1757,1-0,6,1,10,2
19261,1019,1098,0-1,10,3,9,1
19262,2137,2081,1-0,10,3,9,3
19266,1652,1597,1-0,10,2,10,2
19264,1802,1787,0-1,8,2,10,1
19258,1814,1815,1-0,9,2,10,4
19260,1410,1386,1-0,9,0,10,3
19269,2179,2203,0-1,6,3,10,3
19267,1629,1663,1-0,10,1,9,0
19265,1457,1449,1-0,10,1,9,1
19271,2154,2227,0-1,10,2,10,2
19268,820,897,0-1,9,3,10,2
19273,1560,1572,1-0,10,3,7,3
19272,1230,1375,1-0,10,1,10,2
19278,1169,1241,0-1,8,1,6,1
19277,1147,1072,0-1,7,1,8,2
19274,1214,1295,0-1,9,1,9,0
19276,1620,1476,0-1,10,2,5,2
19270,1821,1780,0-1,9,1,10,0
19275,1562,1540,0-1,10,1,6,1
19279,1413,1481,1-0,7,2,6,2
19282,1541,1536,0-1,10,2,6,3
19288,1426,1413,1-0,6,3,4,2
19281,1028,992,1-0,7,2,6,2
19287,1467,1413,1-0,9,2,5,2
19283,1834,1750,1-0,9,2,5,2
19286,1433,1385,1-0,10,1,7,2
19291,1251,1235,0-1,7,2,7,2
19280,1506,1490,0-1,7,4,10,2
19290,1536,1515,1-0,8,1,10,2
19295,1245,1235,1-0,4,2,8,1
19285,1436,1361,1-0,10,1,10,3
19293,1082,1133,0-1,7,3,5,2
19284,1734,1879,0-1,6,3,10,3
19294,2013,2033,1-0,8,2,6,1
19292,1081,1064,1-0,9,1,10,0
19300,1808,1865,0-1,10,3,5,3
19296,1205,1291,1-0,9,4,7,2
19301,1582,1355,1-0,5,1,10,2
19299,1743,1746,1-0,10,2,7,3
19303,1128,1125,0-1,7,1,6,2
19306,1593,1579,0-1,6,1,6,2
19297,2250,2148,1-0,10,1,10,2
19302,1508,1520,1-0,8,2,10,1
19304,994,1115,0-1,6,0,5,1
19305,1577,1581,1-0,7,1,9,3
19298,1014,1012,0-1,10,2,10,2
19308,1016,1052,0-1,6,1,8,3
19314,1919,2149,0-1,8,3,5,1
19307,1810,1792,0-1,9,2,3,2
19311,1428,1345,1/2-1/2,9,3,7,1
19312,1938,1942,0-1,10,2,8,1
19313,2221,2160,1-0,4,3,10,1
19310,2042,2140,1-0,9,2,10,0
19318,1535,1493,1-0,10,2,8,2
19317,1865,1885,0-1,10,2,9,2
19319,1560,1525,1-0,6,1,8,3
19316,2032,2079,0-1,5,1,10,1
19323,1489,1466,0-1,4,1,5,1
19315,1596,1571,1-0,6,0,10,3
19321,1730,1776,0-1,6,3,9,3
19309,1689,1650,0-1,10,1,10,2
19322,2077,1995,1-0,9,1,8,1
19320,1055,1000,0-1,8,1,10,1
19328,1427,1445,0-1,8,1,8,2
19332,1425,1413,0-1,5,3,5,1
19324,1147,1101,0-1,6,2,10,1
19329,1402,1429,0-1,8,1,5,2
19331,762,733,0-1,3,2,6,1
19330,1225,1171,1-0,5,2,10,2
19327,1596,1562,1-0,7,1,10,1
19336,1016,1015,0-1,7,2,6,2
19325,1882,1918,0-1,10,2,10,1
19326,1258,1270,0-1,8,3,9,2
19334,1296,1287,1-0,7,2,10,2
19335,957,886,0-1,8,1,5,1
19343,1054,1063,1/2-1/2,2,1,1,0
19344,1681,1688,0-1,10,2,8,3
19337,1787,1794,1-0,10,1,10,0
19338,2259,2284,1-0,9,0,6,0
19341,1919,1905,0-1,7,1,9,2
19333,1191,1094,1/2-1/2,8,4,10,1
19342,1378,1386,0-1,7,3,6,2
19339,1095,1071,1-0,10,1,6,2
19340,1624,1613,1-0,10,1,4,1
19346,1253,1271,0-1,8,2,8,3
19349,1731,1739,1-0,8,1,6,0
19348,2137,2107,1-0,10,1,8,1
19351,1191,1290,0-1,6,0,4,1
19345,844,912,1-0,10,1,10,0
19354,1698,1703,0-1,8,2,9,2
19353,1461,1587,0-1,10,1,8,2
19355,1228,1238,0-1,7,3,5,2
19347,1558,1549,0-1,10,2,5,2
19350,1074,1085,1/2-1/2,8,1,10,1
19357,1389,1388,1-0,6,4,10,2
19356,2122,2129,1/2-1/2,10,2,10,1
19362,1820,1849,1/2-1/2,10,1,9,2
19361,1197,1072,1-0,10,3,10,2
19358,1062,1180,1/2-1/2,10,3,10,2
19352,1226,1238,1-0,10,1,8,1
19360,1594,1589,0-1,10,2,10,2
19366,2120,2174,1-0,8,2,6,1
19364,2106,2264,0-1,8,2,8,2
19370,2126,2090,1-0,8,2,6,3
19369,1369,1409,1-0,8,2,5,1
19368,1479,1447,0-1,8,2,9,2
19359,1007,958,1-0,10,2,5,2
19375,1732,1730,0-1,6,3,10,2
19365,1910,1881,1/2-1/2,4,2,10,1
19367,1331,1356,0-1,10,3,9,2
19374,1886,1820,1-0,8,3,6,1
19376,1097,950,1-0,7,2,6,2
19377,1392,1403,1-0,5,2,7,2
19373,1829,1726,0-1,9,3,5,2
19381,1536,1533,0-1,8,3,6,0
19363,1447,1409,0-1,10,1,10,2
19372,1028,1089,1-0,8,2,8,3
19371,826,841,1-0,10,1,10,4
19379,1634,1632,0-1,8,2,10,1
19378,2071,2103,1-0,5,2,10,3
19385,1361,1490,0-1,4,2,10,3
19384,1480,1471,1-0,7,1,6,3
19380,2067,2022,1-0,10,1,10,2
19382,1376,1404,0-1,8,1,10,1
19389,1236,1130,1-0,8,1,3,1
19388,1312,1282,1-0,7,2,3,1
19386,1470,1484,0-1,9,4,7,2
19391,1742,1702,0-1,6,3,4,2
19383,801,825,0-1,10,2,9,1
19387,1499,1496,0-1,10,3,10,1
19394,1775,1797,0-1,9,2,4,2
19393,1778,1785,0-1,8,3,7,2
19396,1959,2003,1-0,5,2,6,3
19399,919,1009,1-0,5,3,6,1
19395,1165,1196,1-0,10,1,9,1
19392,2013,2013,1-0,10,2,6,1
19398,1332,1289,0-1,10,1,6,2
19400,2196,2104,1-0,9,3,3,2
19390,935,870,1-0,10,2,10,2
19406,1392,1375,0-1,4,2,4,2
19397,1207,1190,1-0,5,2,10,1
19402,1923,1914,1-0,10,2,10,2
19408,1590,1540,1-0,5,2,4,1
19404,1315,1306,0-1,10,1,9,2
19409,2097,2168,1-0,8,2,9,2
19403,1995,1929,0-1,10,0,8,2
19401,1450,1372,1-0,9,2,10,2
19410,2039,2144,1/2-1/2,10,2,7,3
19415,941,964,1-0,4,2,7,2
19416,849,703,0-1,3,2,3,2
19411,1481,1400,1-0,7,2,9,2
19405,660,723,1/2-1/2,8,2,9,3
19417,1763,1759,0-1,9,2,7,4
19420,1677,1709,0-1,8,2,5,2
19418,1231,1241,1-0,7,0,6,3
19407,972,931,0-1,10,1,10,0
19413,1148,1174,0-1,5,1,8,3
19422,1538,1535,1-0,5,2,8,4
19419,1795,1753,0-1,5,2,9,2
19412,1178,1148,1/2-1/2,10,2,6,2
19414,1426,1400,0-1,6,1,10,2
19421,2294,2251,1-0,8,3,6,3
19424,1790,1779,0-1,7,1,5,2
19426,2135,2132,1/2-1/2,9,2,7,2
19428,1623,1632,0-1,3,1,8,3
19430,1290,1299,1-0,7,2,8,1
19425,1720,1687,0-1,8,2,8,3
19423,1902,1711,1-0,7,2,10,3
19432,1359,1374,1-0,6,1,9,1
19429,1762,1738,0-1,9,2,6,2
19431,1228,1234,1-0,8,2,10,2
19437,1080,1106,1-0,8,1,4,2
19433,1684,1470,1-0,10,1,4,2
19439,1293,1218,1-0,10,2,4,2
19436,1626,1624,1-0,9,2,9,3
19435,2092,2024,0-1,5,1,10,1
19427,1089,1079,1-0,9,2,8,1
19445,2277,1987,1-0,10,2,9,2
19440,1292,1263,0-1,9,2,4,2
19434,1316,1344,1-0,10,1,7,1
19447,1451,1467,1-0,5,3,3,2
19448,1381,1500,1-0,4,2,4,2
19442,1306,1426,1-0,5,2,6,1
19443,1619,1601,0-1,8,2,5,2
19444,1720,1752,0-1,6,1,5,0
19451,1857,1885,1-0,8,1,7,3
19438,1947,2083,0-1,10,1,10,2
19454,1760,1793,0-1,5,2,4,3
19446,1581,1534,0-1,8,2,10,1
19449,2282,2273,0-1,10,2,9,3
19441,1199,1277,1-0,8,2,10,1
19452,1796,1712,1-0,5,1,10,3
19459,1790,1865,0-1,7,3,5,1
19460,1788,1796,1-0,5,2,6,3
19455,1839,2118,0-1,5,2,7,1
19457,1879,1905,1/2-1/2,8,3,7,2
19456,1406,1436,1-0,9,2,7,1
19453,1846,1869,1-0,10,1,10,2
19462,1819,1841,1-0,5,0,6,3
19463,1879,1865,1-0,7,2,7,3
19450,1092,1069,1-0,10,2,8,4
19458,1115,1167,1-0,9,1,10,1
19461,1530,1577,1-0,8,2,6,2
19465,1991,1933,1-0,10,1,4,1
19464,1694,1737,1-0,8,1,10,1
19470,1499,1507,1-0,6,1,8,1
19467,1178,1223,1-0,10,2,4,3
19469,844,942,0-1,9,0,6,3
19473,1533,1501,0-1,7,1,8,1
19471,1810,1843,1-0,6,2,9,1
19468,1041,1038,1-0,9,1,10,1
19474,1522,1504,0-1,9,2,6,2
19472,1479,1289,0-1,9,3,7,2
19466,1198,1183,1-0,9,3,9,3
19476,1530,1629,0-1,10,1,9,2
19481,1612,1682,0-1,7,1,4,1
19480,2036,2009,0-1,8,3,9,4
19475,1608,1619,0-1,10,1,10,1
19483,1664,1766,0-1,10,1,8,3
19487,1835,1870,0-1,1,0,1,0
19482,1890,1894,0-1,9,1,9,1
19488,1861,1832,1/2-1/2,4,2,6,4
19478,1871,1862,0-1,9,2,10,2
19486,1335,1346,0-1,6,1,9,3
19477,1383,1355,1-0,9,3,10,1
19479,1503,1460,1-0,10,2,10,2
19484,1807,1670,0-1,10,1,6,2
19485,1905,1914,0-1,10,2,10,0
19490,1258,1270,1-0,10,2,7,1
19489,1643,1666,0-1,4,2,10,1
19493,1544,1407,1-0,10,2,8,1
19496,1796,1793,0-1,7,3,9,1
19491,1847,1801,1/2-1/2,10,3,10,3
19495,1468,1490,0-1,6,2,10,3
19498,1482,1468,1-0,10,2,8,2
19494,1187,1166,0-1,9,2,10,1
19492,1544,1613,0-1,8,3,10,3
19504,773,764,1-0,4,3,4,3
19500,1437,1434,0-1,10,1,7,2
19497,2116,2178,0-1,10,1,10,2
19506,1189,1192,0-1,7,2,3,2
19507,1523,1580,1-0,6,3,7,3
19503,1477,1480,0-1,10,2,8,2
19509,1732,1716,1-0,6,3,9,3
19499,1762,1763,0-1,10,2,8,3
19502,1659,1666,0-1,9,1,9,2
19501,1703,1529,1-0,10,1,6,2
19505,987,988,1-0,9,2,10,2
19511,1690,1633,0-1,9,1,9,2
19515,1571,1652,0-1,5,1,4,1
19510,1146,1133,1-0,6,2,10,1
19512,1799,1739,1-0,6,2,7,3
19513,1224,1220,1-0,10,2,10,3
19517,1333,1435,0-1,10,2,6,3
19514,1206,1208,0-1,10,3,9,2
19520,1276,1316,1-0,6,1,7,2
19508,2027,1943,1-0,10,3,10,2
19521,1389,1389,1-0,10,1,6,1
19518,1270,1263,0-1,8,4,10,2
19524,1484,1551,0-1,8,3,7,2
19522,1325,1321,1-0,9,2,8,2
19519,1065,1064,1-0,9,1,9,3
19516,1216,1235,1-0,10,1,10,2
19523,1709,1760,0-1,9,1,9,1
19526,1857,1842,0-1,6,1,6,3
19528,1891,1818,0-1,10,2,9,3
19531,1465,1482,0-1,6,2,6,1
19525,1612,1686,1-0,10,1,10,0
19532,1524,1504,1-0,9,2,8,2
19533,1919,1888,1-0,7,0,7,0
19527,1456,1390,0-1,10,2,8,2
19529,1791,1795,1-0,9,2,10,1
19530,1310,1301,1-0,10,1,10,1
19534,1805,1732,1/2-1/2,8,2,10,2
19537,1248,1272,1-0,7,4,6,1
19541,1725,1735,0-1,5,1,5,1
19543,1845,1882,1/2-1/2,5,3,5,2
19535,1747,1777,1-0,10,1,10,2
19538,1564,1620,0-1,7,3,8,4
19544,1688,1630,1-0,8,2,8,1
19539,2110,1835,1-0,10,2,9,2
19540,1971,2014,0-1,10,3,9,4
19550,1862,1865,1-0,1,0,0,0
19536,1674,1752,0-1,10,1,10,2
19545,1061,982,1-0,8,3,6,3
19542,1282,1313,1-0,7,1,10,1
19552,2038,2008,0-1,8,2,6,2
19547,1239,1205,0-1,7,2,6,2
19546,2031,2064,0-1,10,0,9,1
19555,1053,1102,0-1,4,2,6,4
19551,1651,1678,0-1,10,2,8,3
19553,1770,1810,0-1,10,2,9,2
19554,1809,1866,0-1,7,2,10,1
19548,1581,1580,1-0,10,2,9,1
19560,2052,2232,0-1,6,2,6,2
19561,1208,1295,0-1,10,3,4,3
19557,1410,1400,0-1,6,1,8,2
19549,679,830,1/2-1/2,7,3,10,1
19562,2152,2235,1-0,7,4,9,3
19563,1641,1653,0-1,8,2,5,3
19568,2101,2090,1-0,5,2,5,2
19559,1795,1861,1-0,7,2,6,2
19556,1903,1933,1-0,10,2,8,1
19558,1782,1514,1-0,10,1,10,1
19566,1494,1428,1-0,9,3,10,2
19567,1738,1738,1-0,6,3,7,2
19565,1649,1615,1-0,6,2,10,2
19570,1927,1850,1-0,10,1,6,3
19564,1880,1887,1-0,10,2,10,3
19571,1292,1250,0-1,6,3,7,2
19569,2080,2112,0-1,8,2,9,1
19573,2105,2095,1-0,8,1,7,3
19576,1757,1823,1-0,7,3,10,2
19579,1694,1679,0-1,5,2,5,1
19575,1756,1751,1-0,9,1,6,2
19577,1787,1798,1-0,9,2,10,2
19582,1141,1134,0-1,6,1,5,3
19583,2035,2058,1-0,8,3,7,3
19580,1489,1506,0-1,9,2,10,1
19572,1080,1057,0-1,5,1,10,2
19581,984,971,1-0,4,1,5,1
19574,1477,1483,0-1,10,0,9,2
19585,1509,1558,1-0,6,1,4,3
19578,1500,1484,1-0,10,2,10,2
19586,1090,1111,0-1,5,3,5,3
19593,2104,2181,1-0,6,4,5,2
19584,1234,1116,1-0,6,0,10,1
19587,1091,1092,0-1,9,1,7,2
19589,1457,1513,1-0,5,2,9,2
19590,1426,1424,1-0,10,3,8,3
19588,1241,1163,1-0,10,2,7,2
19594,1833,1796,0-1,10,2,8,1
19595,1282,1217,0-1,5,1,8,1
19591,631,547,1-0,8,0,8,1
19596,1649,1678,0-1,10,1,8,1
19592,1169,1126,0-1,9,3,10,1
19598,1192,1221,0-1,6,3,10,1
19600,1484,1468,0-1,5,1,9,2
19597,1573,1512,1-0,10,2,9,1
19601,1483,1317,0-1,6,0,8,2
19599,1007,907,1-0,10,1,5,3
19604,1840,1841,1-0,9,2,6,2
19606,1487,1497,1-0,9,2,6,3
19605,1851,1835,1-0,6,1,9,4
19610,1122,1196,1-0,10,2,5,3
19602,1075,1045,1-0,9,2,10,4
19603,1473,1475,1-0,7,2,7,4
19608,2123,2166,0-1,10,2,10,2
19613,2265,2187,1-0,6,1,6,2
19612,891,890,1-0,10,2,3,1
19609,1635,1668,1-0,10,2,6,3
19607,1699,1692,1-0,8,3,8,2
19615,2062,2052,1-0,7,2,6,3
19611,1713,1723,1-0,10,4,10,2
19617,839,774,0-1,7,1,6,2
19616,1450,1486,0-1,7,2,4,2
19620,1243,1230,1/2-1/2,10,3,5,3
19618,1542,1559,0-1,8,2,10,2
19621,2036,1982,0-1,5,1,9,2
19619,1488,1478,1-0,9,2,10,2
19614,1063,955,1-0,7,2,10,3
19622,1440,1625,1-0,6,1,9,4
19623,1133,1115,1-0,7,3,10,3
19624,1826,1851,1-0,8,2,9,0
19625,1654,1659,0-1,10,3,9,1
19628,1551,1661,1/2-1/2,8,3,7,3
19627,1394,1342,0-1,6,2,9,2
19629,2210,2182,1-0,7,2,10,2
19635,1031,1041,1-0,8,1,3,1
19630,979,923,1-0,10,2,5,2
19633,1110,1045,0-1,5,1,10,1
19636,1228,1262,1-0,7,1,9,2
19639,1168,1269,1-0,10,2,8,3
19626,1481,1491,0-1,9,4,10,2
19632,1414,1402,0-1,10,2,10,3
19637,1598,1613,0-1,9,1,4,2
19631,1471,1448,1-0,10,2,10,0
19638,1975,1946,0-1,3,2,9,2
19646,1608,1606,1-0,4,0,3,0
19643,1052,1086,1-0,9,2,4,3
19645,1609,1585,1-0,8,2,5,2
19634,1874,1805,0-1,10,1,10,1
19642,1604,1608,1-0,5,2,7,1
19649,1096,1058,0-1,7,3,6,4
19641,2000,2007,1-0,10,3,9,1
19647,1835,1793,1-0,10,3,10,3
19640,1847,1951,0-1,10,2,10,1
19652,1751,1713,1-0,5,2,9,2
19644,1940,1932,0-1,10,1,9,2
19650,1761,1671,0-1,8,1,9,2
19654,1261,1261,1-0,5,2,10,2
19658,2036,1956,0-1,8,3,7,1
19655,1731,1713,1-0,10,1,6,2
19651,1270,1256,0-1,10,1,6,1
19648,1430,1429,0-1,6,3,9,2
19656,1771,1748,1-0,6,4,10,1
19653,884,952,0-1,10,1,10,2
19660,1096,1121,1-0,5,1,9,2
19657,1605,1657,1-0,9,1,10,2
19662,1971,1869,1-0,10,1,10,1
19663,1944,1944,1-0,9,2,8,2
19659,1039,1057,1-0,8,2,9,2
19669,1593,1592,0-1,5,3,7,3
19668,1882,1830,0-1,6,3,7,2
19666,1701,1724,0-1,6,3,5,2
19667,1110,1116,0-1,7,4,8,3
19661,856,826,0-1,10,3,10,0
